,userId,yearsActive,isCyberbullying
114,71108476,10,False
115,68034431,10,False
116,49381990,10,False
117,91879915,10,True
118,19942168,10,False
119,78254937,10,False
120,78254937,10,False
121,66968296,10,False
122,88925756,10,False
123,21418513,10,False
124,69827426,10,False
125,76882928,10,False
126,95170409,10,False
127,94040044,10,False
128,20672583,10,True
129,96407750,10,True
130,94607195,10,False
131,70888150,10,False
132,80549263,10,False
133,97109536,10,True
134,83790860,10,True
135,64820716,10,False
136,93291907,10,False
137,75350817,10,False
138,41096155,10,True
139,91656276,10,True
140,96082963,10,False
141,93479134,10,True
142,48684646,10,True
143,74730822,10,False
144,26574355,10,True
145,26763070,10,False
146,97937876,10,True
147,22626881,10,False
148,62247423,10,True
149,34885996,10,True
150,65669801,10,False
151,91779973,10,True
152,37898549,10,True
153,61425604,10,True
154,94428018,10,True
155,19149088,10,True
156,58467170,10,True
157,33880747,10,True
158,94311180,10,True
159,62655602,10,True
160,56665222,10,True
161,85664182,10,True
162,92243807,10,True
163,79134011,10,True
164,33506068,10,True
165,95494692,10,False
166,97316295,10,False
167,92080832,10,True
168,83736699,10,True
169,40523038,10,False
170,76324893,10,True
171,50015583,10,False
172,72528842,10,False
173,93591316,10,True
174,76684200,10,True
175,96954618,10,True
176,40214064,10,True
177,94573877,10,True
178,73673589,10,False
179,97184872,10,False
180,35830834,10,True
181,61168062,10,False
182,93150869,10,True
183,97779384,10,False
184,87805997,10,True
185,65934938,10,False
186,91804380,10,True
187,95173061,10,True
188,18871213,10,True
189,70692920,10,True
190,58465695,10,True
191,82694145,10,True
192,87412370,10,False
193,77431747,10,False
194,91548144,10,True
195,95435139,10,True
196,214930248,9,False
197,99174814,9,False
198,165594822,9,False
199,117730774,9,False
200,168646867,9,False
201,128489696,9,False
202,215895987,9,False
203,111561347,9,False
204,148735179,9,False
205,158403137,9,False
206,109094047,9,False
207,168822436,9,True
208,106791383,9,True
209,108278047,9,False
210,180291002,9,False
211,180291002,9,False
212,209685034,9,False
213,125133622,9,False
214,153934325,9,False
215,137630414,9,False
216,161260091,9,False
217,150566311,9,False
218,163848722,9,False
219,177884455,9,False
220,163848722,9,False
221,214017108,9,False
222,187486480,9,False
223,167835569,9,False
224,124496782,9,False
225,157948384,9,False
226,157948384,9,False
227,165594822,9,False
228,175868806,9,False
229,124726283,9,False
230,215358937,9,False
231,127202275,9,False
232,176064753,9,False
233,221378591,9,False
234,165594822,9,False
235,146189635,9,False
236,120450575,9,True
237,182365162,9,False
238,177884455,9,False
239,219459066,9,False
240,170428440,9,False
241,157813728,9,False
242,173315794,9,False
243,106093163,9,False
244,214017108,9,False
245,184006040,9,False
246,125332490,9,False
247,98634644,9,False
248,213667695,9,False
249,158403137,9,False
250,178514496,9,False
251,128205136,9,False
252,106791383,9,True
253,138892081,9,False
254,162348219,9,False
255,193735382,9,False
256,103610520,9,False
257,113610282,9,False
258,105589340,9,False
259,194697745,9,False
260,173315794,9,False
261,121096624,9,False
262,109217956,9,False
263,166092949,9,False
264,150128811,9,False
265,219248343,9,False
266,106093163,9,False
267,114784239,9,False
268,101454251,9,False
269,212292237,9,False
270,158403137,9,False
271,113610282,9,False
272,110846621,9,False
273,185769572,9,False
274,164270848,9,False
275,183152161,9,False
276,139436281,9,False
277,167568323,9,False
278,168834213,9,True
279,228361479,9,False
280,127202275,9,False
281,219459066,9,False
282,166304945,9,False
283,189851121,9,False
284,178048778,9,False
285,138370332,9,False
286,153042209,9,False
287,172261312,9,False
288,214930248,9,False
289,131967319,9,False
290,212292237,9,False
291,99728911,9,False
292,148960365,9,False
293,168832037,9,False
294,120450575,9,False
295,123619640,9,False
296,210229845,9,False
297,102063687,9,False
298,179478622,9,False
299,112599358,9,False
300,129260915,9,False
301,172266950,9,False
302,177884455,9,False
303,99159617,9,False
304,147598265,9,True
305,113884441,9,True
306,154280892,9,True
307,220756011,9,False
308,185538960,9,True
309,103219342,9,True
310,188155444,9,False
311,184388793,9,True
312,181972946,9,True
313,112134459,9,True
314,145969848,9,False
315,217277565,9,True
316,176336946,9,True
317,194600450,9,True
318,117436608,9,True
319,179484617,9,True
320,98948443,9,False
321,106583882,9,True
322,159965265,9,False
323,151223599,9,True
324,147304732,9,False
325,169984847,9,True
326,211277854,9,True
327,174698344,9,True
328,214417698,9,True
329,219239665,9,False
330,201061892,9,True
331,109791258,9,True
332,160454211,9,False
333,185169918,9,False
334,216743295,9,False
335,157326391,9,True
336,221100136,9,False
337,110806309,9,True
338,124726283,9,False
339,153229069,9,True
340,129744757,9,True
341,127202275,9,True
342,176199055,9,False
343,184838152,9,True
344,187798017,9,True
345,142210840,9,False
346,122196260,9,False
347,136894680,9,True
348,180014062,9,False
349,205614850,9,False
350,134542614,9,True
351,148266617,9,False
352,182858718,9,True
353,183979676,9,False
354,122224117,9,True
355,114429601,9,True
356,128955137,9,False
357,145250275,9,False
358,222046925,9,True
359,149285680,9,True
360,203285701,9,False
361,210173829,9,False
362,161205514,9,True
363,168670285,9,True
364,148093854,9,True
365,132653163,9,True
366,146765315,9,False
367,127609507,9,True
368,188878965,9,False
369,190276482,9,True
370,197738500,9,True
371,168073950,9,True
372,104384720,9,True
373,119170221,9,True
374,180281614,9,False
375,119502163,9,False
376,178000117,9,True
377,205614850,9,False
378,131596792,9,False
379,219248343,9,False
380,224332516,9,True
381,124526032,9,True
382,219459066,9,False
383,101055715,9,True
384,211289582,9,True
385,117826718,9,True
386,100967903,9,True
387,160248068,9,True
388,191167408,9,False
389,109344086,9,True
390,166100038,9,False
391,175137286,9,True
392,106049611,9,True
393,127963928,9,True
394,136639064,9,True
395,105111131,9,True
396,178000117,9,True
397,180366413,9,True
398,136769999,9,True
399,214017108,9,False
400,228277047,9,True
401,223199669,9,True
402,190015637,9,False
403,211289582,9,False
404,129444966,9,True
405,175340160,9,True
406,98634644,9,False
407,215368340,9,True
408,112563230,9,True
409,175459213,9,False
410,205614850,9,False
411,186780379,9,True
412,160663454,9,False
413,201815756,9,False
414,211275040,9,True
415,154179927,9,False
416,124471551,9,True
417,186034779,9,True
418,162769970,9,True
419,106174898,9,True
420,116874978,9,True
421,225015031,9,True
422,144235766,9,True
423,212265020,9,True
424,114236672,9,True
425,150316336,9,True
426,172233198,9,True
427,99182718,9,True
428,189395249,9,True
429,116147009,9,True
430,106442579,9,True
431,219924040,9,True
432,172353764,9,True
433,211987237,9,True
434,190710828,9,True
435,223991063,9,True
436,183571002,9,True
437,125414415,9,True
438,167501060,9,True
439,206733618,9,True
440,184159779,9,True
441,147182843,9,False
442,163217623,9,True
443,200305181,9,True
444,163451589,9,True
445,223089078,9,True
446,278482682,8,False
447,314863372,8,False
448,385516556,8,False
449,272935234,8,False
450,272935234,8,False
451,272935234,8,True
452,229205329,8,False
453,233468158,8,False
454,354274463,8,False
455,367378757,8,False
456,233468158,8,False
457,333250184,8,False
458,302254341,8,False
459,246316102,8,False
460,394776381,8,False
461,404819932,8,False
462,280736094,8,False
463,298086168,8,True
464,404819932,8,False
465,339159350,8,False
466,384786997,8,True
467,300128698,8,False
468,404819932,8,False
469,412226476,8,False
470,387237461,8,False
471,264535355,8,False
472,288714694,8,False
473,326030438,8,False
474,311430278,8,True
475,272935234,8,True
476,271604772,8,False
477,415640429,8,False
478,415640429,8,False
479,358456577,8,False
480,415640429,8,False
481,288714694,8,False
482,415640429,8,False
483,365172101,8,False
484,285685164,8,False
485,342253661,8,False
486,331809358,8,False
487,294282936,8,False
488,280736094,8,False
489,317885577,8,False
490,317885577,8,False
491,423805915,8,False
492,283925860,8,False
493,232198426,8,False
494,272613386,8,False
495,414672171,8,False
496,259902862,8,False
497,331758384,8,False
498,435735676,8,False
499,338236352,8,False
500,316001489,8,False
501,368138398,8,False
502,294282936,8,False
503,439036303,8,False
504,265967403,8,False
505,331072050,8,False
506,229006061,8,False
507,230478495,8,False
508,425725805,8,False
509,355238635,8,False
510,355357543,8,False
511,305663267,8,False
512,272613386,8,False
513,272613386,8,False
514,233126605,8,False
515,284694804,8,False
516,261702971,8,False
517,391978038,8,False
518,423805915,8,False
519,423805915,8,False
520,302688107,8,False
521,405649608,8,False
522,234579442,8,False
523,246181702,8,False
524,321590215,8,False
525,262348793,8,False
526,321590215,8,False
527,376776346,8,False
528,384283484,8,False
529,364811638,8,False
530,417045777,8,False
531,365172101,8,False
532,434788572,8,False
533,232342448,8,False
534,436555067,8,False
535,417045777,8,False
536,336020995,8,False
537,313167240,8,False
538,288454336,8,False
539,272437579,8,False
540,274436473,8,False
541,423805915,8,False
542,293421226,8,False
543,246291639,8,False
544,272613386,8,False
545,272613386,8,False
546,272613386,8,False
547,361817152,8,False
548,289986591,8,False
549,330460928,8,False
550,244134012,8,False
551,423805915,8,False
552,346798341,8,False
553,256665334,8,False
554,270588436,8,False
555,267241838,8,False
556,272437579,8,False
557,272437579,8,False
558,355437660,8,False
559,257146833,8,False
560,246181702,8,False
561,252990071,8,False
562,246280171,8,False
563,289903090,8,False
564,229006061,8,False
565,284178993,8,False
566,304908916,8,False
567,290087225,8,False
568,262348793,8,False
569,256665334,8,False
570,288454336,8,False
571,316059222,8,False
572,376724421,8,False
573,295816306,8,False
574,296210843,8,False
575,284694804,8,False
576,337361581,8,False
577,385629926,8,False
578,376425376,8,False
579,302614596,8,False
580,359275504,8,False
581,339232567,8,False
582,433678954,8,False
583,313893730,8,False
584,379248349,8,False
585,356265563,8,False
586,238122440,8,False
587,390678717,8,False
588,340332898,8,False
589,429951956,8,False
590,296277295,8,False
591,416277987,8,False
592,283709733,8,False
593,350791614,8,False
594,285615492,8,False
595,245615364,8,False
596,255745227,8,False
597,246181702,8,False
598,326682791,8,False
599,368524561,8,False
600,423805915,8,False
601,341399240,8,False
602,359331216,8,False
603,284506916,8,False
604,317905351,8,False
605,266623431,8,False
606,387657812,8,False
607,331897020,8,False
608,263303952,8,False
609,390270261,8,False
610,267241838,8,False
611,325113418,8,False
612,285647449,8,False
613,239430820,8,False
614,247086816,8,True
615,375133863,8,True
616,375849874,8,True
617,242496940,8,True
618,340212721,8,False
619,341124249,8,True
620,313885434,8,True
621,288799443,8,True
622,302631744,8,True
623,247182863,8,False
624,317277557,8,True
625,400298521,8,True
626,423805915,8,False
627,335203534,8,True
628,354258699,8,False
629,267241838,8,False
630,324896064,8,True
631,429258217,8,True
632,288714694,8,True
633,382391203,8,True
634,251323178,8,False
635,433621072,8,False
636,335794695,8,True
637,367782947,8,False
638,293637940,8,False
639,404389747,8,True
640,293997587,8,True
641,233668695,8,False
642,363496523,8,False
643,297297225,8,True
644,341651739,8,False
645,378542950,8,True
646,293213544,8,True
647,342793244,8,True
648,385620531,8,True
649,409490473,8,True
650,277441799,8,False
651,283709733,8,False
652,325283735,8,True
653,355357543,8,False
654,369104698,8,True
655,288722130,8,True
656,365172101,8,False
657,312565007,8,True
658,436186479,8,False
659,348559329,8,False
660,393408454,8,True
661,334869587,8,True
662,246368252,8,True
663,395405975,8,False
664,309236067,8,True
665,292780473,8,False
666,439053658,8,False
667,238524133,8,False
668,356347195,8,False
669,347173802,8,True
670,375045465,8,True
671,377278671,8,True
672,354831566,8,True
673,433646372,8,True
674,382051426,8,False
675,303423702,8,True
676,307534451,8,False
677,231554857,8,False
678,315027487,8,False
679,248298681,8,False
680,310767323,8,True
681,409490473,8,False
682,326051515,8,False
683,387349721,8,True
684,321995655,8,False
685,378542950,8,True
686,387671865,8,True
687,354209951,8,True
688,291566488,8,True
689,255184864,8,True
690,439083775,8,True
691,338039947,8,False
692,332980839,8,False
693,423805915,8,False
694,364386269,8,False
695,384856789,8,False
696,234331896,8,True
697,290157011,8,True
698,267341824,8,True
699,266623431,8,True
700,334259734,8,False
701,233668695,8,False
702,380401397,8,True
703,378542950,8,True
704,350195422,8,True
705,375822671,8,True
706,368547245,8,True
707,366130924,8,True
708,269329659,8,True
709,248210333,8,True
710,358655132,8,True
711,303911230,8,True
712,432572850,8,False
713,347947695,8,True
714,291303482,8,False
715,243195728,8,True
716,280104306,8,True
717,281112592,8,True
718,398203190,8,True
719,329287878,8,True
720,278732474,8,True
721,267283364,8,True
722,333335554,8,True
723,425241599,8,True
724,293048220,8,True
725,361603312,8,True
726,312940849,8,True
727,361217818,8,True
728,288803214,8,True
729,423694327,8,True
730,335968226,8,True
731,409801440,8,True
732,303752717,8,False
733,291303482,8,True
734,245085624,8,True
735,334077660,8,True
736,386611151,8,False
737,238658160,8,False
738,322067673,8,False
739,356511292,8,True
740,274178003,8,True
741,365172101,8,False
742,409122446,8,True
743,423805915,8,False
744,251761723,8,True
745,375186723,8,False
746,335379885,8,True
747,423805915,8,False
748,364386269,8,False
749,310777698,8,True
750,353622838,8,True
751,325104705,8,True
752,406898974,8,True
753,299277384,8,True
754,330489115,8,True
755,395997441,8,True
756,311972530,8,True
757,270636441,8,True
758,376823890,8,True
759,438665946,8,True
760,289145180,8,True
761,340928020,8,True
762,348840899,8,True
763,420147373,8,True
764,273597636,8,True
765,240471808,8,True
766,302634201,8,True
767,399574114,8,True
768,264951851,8,True
769,360645629,8,True
770,313229965,8,True
771,368948189,8,False
772,325767871,8,False
773,434130930,8,True
774,350931035,8,True
775,427219908,8,True
776,390902092,8,True
777,275494188,8,False
778,335206744,8,True
779,302718579,8,False
780,339232567,8,True
781,327378138,8,True
782,249553482,8,True
783,438738884,8,True
784,326115344,8,True
785,386801362,8,True
786,279713788,8,True
787,291902145,8,True
788,350250551,8,True
789,420645962,8,True
790,430140668,8,True
791,420677390,8,True
792,242334981,8,True
793,425005311,8,True
794,251764729,8,True
795,355314452,8,True
796,366528654,8,True
797,442037189,8,True
798,345936312,8,True
799,432011044,8,True
800,310540950,8,True
801,334060646,8,True
802,315696343,8,True
803,294701183,8,True
804,344760460,8,True
805,251100737,8,True
806,290088361,8,True
807,397835224,8,True
808,329924404,8,True
809,290088361,8,True
810,298999814,8,True
811,336792690,8,True
812,290088361,8,True
813,299009042,8,True
814,399038573,8,True
815,345908609,8,True
816,318942152,8,True
817,362127753,8,True
818,269264996,8,True
819,400334294,8,True
820,972675602,7,False
821,604350459,7,False
822,1013737808,7,True
823,478100986,7,False
824,463222349,7,False
825,478100986,7,False
826,589655599,7,False
827,541047171,7,False
828,489769685,7,False
829,446074213,7,False
830,565692415,7,False
831,614187480,7,False
832,827657976,7,False
833,591346479,7,False
834,584057005,7,False
835,604545117,7,False
836,604545117,7,False
837,1012086841,7,False
838,543276524,7,False
839,604545117,7,False
840,631342449,7,False
841,604545117,7,False
842,457406134,7,False
843,873907063,7,False
844,786826118,7,False
845,989009730,7,False
846,770435095,7,False
847,976721108,7,False
848,458393711,7,True
849,878455824,7,False
850,773846120,7,False
851,784303129,7,False
852,854815742,7,False
853,819757988,7,False
854,791882910,7,False
855,983098082,7,False
856,631342449,7,False
857,444549753,7,False
858,827657976,7,False
859,619839418,7,False
860,466800146,7,False
861,615651039,7,False
862,827657976,7,False
863,471351006,7,False
864,971578256,7,False
865,538918429,7,False
866,466543149,7,False
867,846181063,7,False
868,509916548,7,False
869,466543149,7,False
870,581206940,7,False
871,484592086,7,False
872,570982849,7,False
873,570982849,7,False
874,442888111,7,False
875,511866361,7,False
876,582787399,7,False
877,854815742,7,False
878,561233755,7,False
879,841375664,7,False
880,956450804,7,False
881,901882794,7,False
882,620275915,7,False
883,1013652156,7,False
884,631342449,7,False
885,459124953,7,False
886,608461186,7,False
887,904305008,7,False
888,915105199,7,False
889,989009730,7,False
890,449666727,7,False
891,500008448,7,False
892,631342449,7,False
893,466543149,7,False
894,466800146,7,False
895,827657976,7,False
896,461858710,7,False
897,625835329,7,True
898,539006164,7,False
899,457763872,7,False
900,511866361,7,False
901,909983444,7,False
902,520490529,7,False
903,480425601,7,False
904,1013652156,7,False
905,511866361,7,False
906,625835329,7,False
907,491140917,7,False
908,524688228,7,False
909,500008448,7,False
910,487061242,7,False
911,885381818,7,False
912,444618304,7,False
913,479826434,7,False
914,800455687,7,True
915,560189139,7,False
916,612546396,7,False
917,449666727,7,False
918,629250108,7,False
919,793787216,7,False
920,958515535,7,False
921,461858710,7,False
922,565626169,7,False
923,725092159,7,True
924,536511392,7,False
925,811761488,7,False
926,462921513,7,False
927,893714508,7,False
928,594887079,7,True
929,817762806,7,False
930,778528332,7,False
931,755248776,7,False
932,517814497,7,False
933,544324248,7,False
934,454995512,7,False
935,724447362,7,False
936,452159513,7,False
937,494393997,7,True
938,774314340,7,False
939,578739442,7,False
940,947348684,7,False
941,575733217,7,False
942,823606898,7,False
943,765596522,7,False
944,459297855,7,True
945,592130533,7,False
946,835992025,7,True
947,575716530,7,False
948,982593980,7,False
949,955704571,7,False
950,455958308,7,False
951,447499281,7,False
952,467728875,7,False
953,515600063,7,True
954,602865966,7,False
955,557798668,7,True
956,958022190,7,False
957,716756136,7,False
958,594516742,7,False
959,1013652156,7,False
960,921933444,7,False
961,1013652156,7,False
962,595568739,7,False
963,490970101,7,True
964,587640976,7,True
965,531528917,7,False
966,995316942,7,False
967,556348834,7,True
968,477810576,7,True
969,745114532,7,True
970,894128443,7,True
971,578126911,7,True
972,818217043,7,False
973,864992490,7,False
974,464691471,7,False
975,813680412,7,True
976,527399201,7,True
977,951495019,7,True
978,544223101,7,False
979,606398243,7,True
980,549125132,7,True
981,477777306,7,False
982,939082843,7,True
983,494194071,7,True
984,757231200,7,True
985,954374323,7,True
986,803067367,7,True
987,508659970,7,False
988,514696582,7,True
989,540222106,7,True
990,856430978,7,True
991,547335497,7,False
992,592694374,7,True
993,469264119,7,True
994,919859941,7,True
995,496006071,7,True
996,707798485,7,False
997,958515535,7,False
998,513153173,7,True
999,939471792,7,False
1000,449666727,7,False
1001,961048550,7,True
1002,583863506,7,False
1003,481127480,7,True
1004,466543149,7,False
1005,466543149,7,True
1006,620953829,7,False
1007,557155346,7,True
1008,519849643,7,False
1009,471180154,7,False
1010,446568085,7,True
1011,954177116,7,False
1012,466543149,7,True
1013,591813299,7,False
1014,793438050,7,True
1015,712403281,7,True
1016,960680874,7,True
1017,613420334,7,True
1018,563463673,7,True
1019,862782938,7,True
1020,985069770,7,True
1021,588345029,7,True
1022,567221243,7,True
1023,609308891,7,False
1024,493491887,7,False
1025,590887701,7,True
1026,494785897,7,True
1027,952385100,7,False
1028,514433074,7,False
1029,611195052,7,True
1030,819533880,7,False
1031,705262202,7,False
1032,475438848,7,True
1033,946494014,7,False
1034,479526028,7,False
1035,561076430,7,True
1036,968841080,7,True
1037,537325219,7,True
1038,548449296,7,True
1039,924108206,7,True
1040,975683203,7,False
1041,824037763,7,False
1042,443141441,7,True
1043,626930610,7,True
1044,561233755,7,False
1045,727172144,7,True
1046,752046757,7,False
1047,507923069,7,False
1048,561233755,7,False
1049,796153314,7,False
1050,703922366,7,True
1051,520790576,7,False
1052,781945862,7,True
1053,623808235,7,False
1054,910737523,7,True
1055,978357672,7,True
1056,616068500,7,True
1057,925494992,7,True
1058,609873799,7,False
1059,561372012,7,True
1060,569999474,7,True
1061,716756136,7,False
1062,567589287,7,True
1063,802704727,7,True
1064,908108167,7,False
1065,453332118,7,True
1066,873146378,7,False
1067,846181063,7,False
1068,458344481,7,False
1069,778478257,7,False
1070,555837775,7,True
1071,600994764,7,False
1072,515363795,7,True
1073,561233755,7,False
1074,483135638,7,False
1075,585631804,7,False
1076,840411150,7,True
1077,512507709,7,True
1078,484176120,7,True
1079,767475738,7,False
1080,933128076,7,True
1081,497938026,7,True
1082,971927090,7,True
1083,619328517,7,True
1084,759608274,7,True
1085,478552988,7,True
1086,454007603,7,True
1087,886793209,7,True
1088,914814138,7,True
1089,594887079,7,True
1090,762207480,7,True
1091,591185799,7,True
1092,455564500,7,True
1093,594887079,7,True
1094,718194666,7,True
1095,552462069,7,True
1096,720480164,7,True
1097,723875959,7,False
1098,740017681,7,True
1099,978535746,7,True
1100,488505131,7,True
1101,840411150,7,True
1102,805098228,7,True
1103,629332002,7,True
1104,704818081,7,True
1105,557672854,7,False
1106,550028604,7,True
1107,629288541,7,True
1108,820165820,7,False
1109,455033213,7,True
1110,592694374,7,True
1111,993671666,7,True
1112,716302994,7,True
1113,584146580,7,True
1114,720662203,7,False
1115,880340076,7,False
1116,921558254,7,True
1117,636460399,7,False
1118,623743465,7,True
1119,592130533,7,False
1120,903197072,7,True
1121,623589575,7,True
1122,825848534,7,False
1123,529464675,7,True
1124,519849643,7,True
1125,560210944,7,True
1126,498967512,7,True
1127,488609712,7,True
1128,557093567,7,True
1129,707951245,7,True
1130,815256984,7,True
1131,547017185,7,True
1132,943758007,7,True
1133,974046632,7,True
1134,492152970,7,False
1135,707631709,7,False
1136,747299982,7,False
1137,456452346,7,True
1138,451343108,7,False
1139,485620243,7,True
1140,569954872,7,True
1141,475910235,7,False
1142,493851010,7,True
1143,614561470,7,True
1144,614703911,7,True
1145,1015698108,7,True
1146,485620243,7,True
1147,925494992,7,True
1148,722871060,7,True
1149,554985064,7,True
1150,633208376,7,True
1151,1019805697,7,True
1152,516017464,7,True
1153,709258159,7,True
1154,712685239,7,True
1155,932927378,7,True
1156,476123874,7,True
1157,544586844,7,True
1158,870548617,7,True
1159,540191866,7,True
1160,549158175,7,True
1161,620229059,7,True
1162,533773215,7,True
1163,858468493,7,True
1164,472368189,7,True
1165,936797966,7,True
1166,461097886,7,True
1167,704737668,7,True
1168,931485456,7,True
1169,981058057,7,True
1170,461336663,7,True
1171,480563496,7,True
1172,480563496,7,True
1173,930787147,7,True
1174,469515748,7,True
1175,807480386,7,True
1176,516308862,7,True
1177,1477866582,6,False
1178,1492916664,6,False
1179,1137658464,6,False
1180,1671328860,6,False
1181,1103612496,6,True
1182,1461284642,6,False
1183,1571865672,6,False
1184,2173587030,6,False
1185,1345726230,6,False
1186,1722180530,6,False
1187,1571865672,6,False
1188,1102199180,6,False
1189,2198302706,6,False
1190,1165596846,6,False
1191,1137658464,6,False
1192,1576617078,6,False
1193,1616088480,6,False
1194,2230789750,6,False
1195,1626282626,6,False
1196,1626282626,6,False
1197,1103612496,6,False
1198,1875083582,6,False
1199,1626282626,6,False
1200,1285980817,6,False
1201,1332307933,6,False
1202,1244384275,6,False
1203,2181305466,6,False
1204,1031516875,6,False
1205,1686086629,6,False
1206,1686086629,6,False
1207,1723976215,6,False
1208,1576617078,6,False
1209,1142443932,6,False
1210,1148197230,6,False
1211,1148197230,6,False
1212,1114214508,6,True
1213,1137658464,6,False
1214,1579923266,6,False
1215,1728618788,6,False
1216,1577698915,6,False
1217,1672929152,6,False
1218,1629921565,6,False
1219,1603641462,6,False
1220,1264137066,6,False
1221,2159022312,6,False
1222,1571865672,6,False
1223,1080466543,6,False
1224,1626429126,6,False
1225,1273279724,6,False
1226,1658601415,6,False
1227,1405489315,6,False
1228,1576597310,6,False
1229,1103612496,6,False
1230,1113864241,6,False
1231,1576597310,6,False
1232,1640879869,6,False
1233,1103612496,6,False
1234,1030189430,6,False
1235,1576652617,6,False
1236,1612211425,6,False
1237,1726723814,6,False
1238,1140511015,6,False
1239,1140511015,6,False
1240,1904206022,6,False
1241,1904206022,6,False
1242,1904206022,6,False
1243,1904206022,6,False
1244,1830268316,6,False
1245,1383132374,6,False
1246,1672929152,6,False
1247,1966918896,6,False
1248,1658601415,6,False
1249,1383132374,6,False
1250,1187666311,6,False
1251,1658601415,6,False
1252,1571865672,6,False
1253,1103612496,6,False
1254,1536074683,6,False
1255,1632708066,6,True
1256,1100844744,6,False
1257,1967759113,6,False
1258,1628824092,6,False
1259,1645668205,6,False
1260,1671328860,6,False
1261,1634529625,6,False
1262,1373932604,6,False
1263,2186638945,6,False
1264,1285980817,6,False
1265,1277145822,6,False
1266,1949400404,6,False
1267,1285980817,6,False
1268,1258329949,6,False
1269,2201648228,6,False
1270,1260104658,6,False
1271,1260104658,6,False
1272,1260104658,6,False
1273,1653429380,6,False
1274,1485848365,6,False
1275,1387744346,6,False
1276,1344119508,6,False
1277,1967759113,6,False
1278,1658601415,6,False
1279,1415908518,6,True
1280,1938550824,6,False
1281,1628824092,6,False
1282,1372166364,6,False
1283,1640879869,6,False
1284,1628824092,6,False
1285,1383132374,6,False
1286,1629921565,6,False
1287,1628824092,6,False
1288,1868809386,6,False
1289,1928021798,6,False
1290,1552602792,6,False
1291,1485848365,6,False
1292,1140511015,6,False
1293,1547571078,6,False
1294,1341279704,6,False
1295,1250032842,6,False
1296,1516278176,6,False
1297,1373932604,6,False
1298,2174269398,6,False
1299,1576652617,6,False
1300,1571865672,6,False
1301,1045628150,6,False
1302,1404933954,6,False
1303,1485848365,6,False
1304,2155347530,6,False
1305,1460461549,6,False
1306,1145872632,6,False
1307,1042960212,6,False
1308,1291885970,6,False
1309,1024093536,6,False
1310,1028062680,6,False
1311,2210356633,6,False
1312,2187261121,6,False
1313,1128760441,6,False
1314,1209362846,6,False
1315,1728708018,6,False
1316,1718451312,6,False
1317,1670259642,6,False
1318,1372475863,6,False
1319,1917601092,6,False
1320,2188780619,6,False
1321,2188780619,6,False
1322,1037480820,6,False
1323,1416636571,6,False
1324,1522170614,6,False
1325,1157964014,6,False
1326,1024372166,6,False
1327,2192986316,6,False
1328,1640257364,6,False
1329,1640257364,6,False
1330,1024093536,6,False
1331,1383132374,6,False
1332,1670916595,6,False
1333,1050740658,6,False
1334,1441747268,6,False
1335,2201835591,6,False
1336,1254315354,6,False
1337,1283006407,6,False
1338,1307946462,6,False
1339,1362904700,6,True
1340,2212921352,6,False
1341,1552602792,6,False
1342,1594338961,6,True
