decade,century,trials,deaths,country,lon,lat,record.source
1600,1600,2,3,Germany,13.1966,48.4502,Behringer (1987)
1600,1600,1,3,Germany,12.6384,47.8678,Behringer (1987)
1600,1600,1,1,Germany,10.5898,48.3476,Behringer (1987)
1600,1600,2,3,Germany,10.8978,48.3705,Behringer (1987)
1600,1600,38,1,Germany,11.8508,48.8177,Behringer (1987)
1600,1600,12,3,Germany,11.582,48.1351,Behringer (1987)
1600,1600,1,3,Germany,12.4852,48.6435,Behringer (1987)
1600,1600,2,3,Germany,11.6227,48.766,Behringer (1987)
1600,1600,10,3,Germany,11.8508,48.8177,Behringer (1987)
1600,1600,1,3,Germany,11.6918,48.9637,Behringer (1987)
1600,1600,2,3,Germany,11.6227,48.766,Behringer (1987)
1600,1600,1,3,Germany,12.1469,48.5442,Behringer (1987)
1600,1600,2,3,Germany,11.8866,48.9184,Behringer (1987)
1600,1600,1,3,Germany,11.4258,48.7665,Behringer (1987)
1600,1600,1,3,Germany,12.6384,47.8678,Behringer (1987)
1600,1600,1,1,Germany,10.7778,48.7186,Behringer (1987)
1600,1600,1,3,Germany,10.8978,48.3705,Behringer (1987)
1600,1600,1,3,Germany,11.1888,48.7303,Behringer (1987)
1600,1600,1,3,Germany,10.3481,47.661,Behringer (1987)
1600,1600,1,3,Germany,10.43,48.5703,Behringer (1987)
1600,1600,4,3,Germany,11.582,48.1351,Behringer (1987)
1600,1600,2,2,Germany,10.494,48.5791,Behringer (1987)
1600,1600,1,3,Germany,10.43,48.5703,Behringer (1987)
1600,1600,5,3,Germany,10.4895,48.8508,Behringer (1987)
1600,1600,2,3,Germany,10.8978,48.3705,Behringer (1987)
1600,1600,1,3,Germany,10.6854,48.6737,Behringer (1987)
1600,1600,1,3,Germany,10.2922,47.5743,Behringer (1987)
1600,1600,1,3,Germany,10.43,48.5703,Behringer (1987)
1600,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1600,1600,1,3,Germany,10.8978,48.3705,Behringer (1987)
1600,1600,1,3,Germany,11.136,48.4577,Behringer (1987)
1600,1600,1,3,Germany,11.1421,47.8407,Behringer (1987)
1600,1600,1,3,Germany,11.0955,47.4917,Behringer (1987)
1600,1600,1,3,Germany,11.4339,48.263,Behringer (1987)
1600,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1600,1600,1,3,Germany,10.9865,48.356,Behringer (1987)
1600,1600,1,3,Germany,11.5005,48.8126,Behringer (1987)
1600,1600,1,3,Germany,11.7412,48.4029,Behringer (1987)
1600,1600,1,3,Germany,12.1181,47.8571,Behringer (1987)
1600,1600,2,3,Germany,11.7833,49.0534,Behringer (1987)
1600,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1600,1600,1,3,Germany,11.0955,47.4917,Behringer (1987)
1600,1600,2,3,Germany,11.7412,48.4029,Behringer (1987)
1600,1600,1,3,Germany,10.494,48.5791,Behringer (1987)
1600,1600,2,3,Germany,11.8831,49.0683,Behringer (1987)
1600,1600,2,2,Germany,10.7778,48.7186,Behringer (1987)
1600,1600,1,3,Germany,10.5355,47.7059,Behringer (1987)
1600,1600,4,3,Germany,11.4339,48.263,Behringer (1987)
1600,1600,1,3,Germany,12.4852,48.6435,Behringer (1987)
1600,1600,4,3,Germany,10.7778,48.7186,Behringer (1987)
1600,1600,2,3,Germany,12.0473,48.2578,Behringer (1987)
1600,1600,1,3,Germany,11.6194,48.4063,Behringer (1987)
1600,1600,1,3,Germany,10.8704,48.0508,Behringer (1987)
1600,1600,9,2,Germany,12.1469,48.5442,Behringer (1987)
1600,1600,1,3,Germany,11.7817,48.6431,Behringer (1987)
1600,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1600,1600,1,3,Germany,11.6119,48.6822,Behringer (1987)
1600,1600,1,3,Germany,11.4977,48.5325,Behringer (1987)
1600,1600,1,3,Germany,12.8816,47.7303,Behringer (1987)
1600,1600,4,3,Germany,11.6918,48.9637,Behringer (1987)
1600,1600,4,3,Germany,12.1181,47.8571,Behringer (1987)
1600,1600,2,3,Germany,11.863,48.1909,Behringer (1987)
1600,1600,1,1,Germany,11.582,48.1351,Behringer (1987)
1600,1600,3,3,Germany,11.582,48.1351,Behringer (1987)
1600,1600,1,3,Germany,11.6227,48.766,Behringer (1987)
1600,1600,2,3,Germany,10.3158,47.7286,Behringer (1987)
1600,1600,1,3,Germany,10.626,47.883,Behringer (1987)
1600,1600,1,3,Germany,10.8296,48.2697,Behringer (1987)
1600,1600,1,3,Germany,11.136,48.4577,Behringer (1987)
1600,1600,1,3,Germany,12.8311,48.1726,Behringer (1987)
1600,1600,10,2,Germany,10.7778,48.7186,Behringer (1987)
1600,1600,3,3,Germany,11.3488,48.7558,Behringer (1987)
1600,1600,1,3,Germany,11.6194,48.4063,Behringer (1987)
1600,1600,1,3,Germany,10.8704,48.0508,Behringer (1987)
1600,1600,1,1,Germany,12.1469,48.5442,Behringer (1987)
1600,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1600,1600,1,3,Germany,10.9209,48.6902,Behringer (1987)
1600,1600,1,3,Germany,11.2631,48.5626,Behringer (1987)
1600,1600,1,3,Germany,12.5802,48.8777,Behringer (1987)
1600,1600,15,10,Germany,10.7223,48.8722,Behringer (1987)
1600,1600,1,0,Germany,11.582,48.1351,Behringer (1987)
1600,1600,4,0,Germany,11.582,48.1351,Behringer (1987)
1600,1600,1,0,Germany,10.4675,48.2814,Behringer (1987)
1600,1600,3,0,Germany,12.6384,47.8678,Behringer (1987)
1600,1600,1,0,Germany,11.582,48.1351,Behringer (1987)
1610,1600,2,3,Germany,11.4258,48.7665,Behringer (1987)
1610,1600,1,3,Germany,12.9575,48.8409,Behringer (1987)
1610,1600,7,2,Germany,10.7778,48.7186,Behringer (1987)
1610,1600,1,3,Germany,13.1966,48.4502,Behringer (1987)
1610,1600,1,3,Germany,11.4258,48.7665,Behringer (1987)
1610,1600,1,3,Germany,10.8704,48.0508,Behringer (1987)
1610,1600,1,3,Germany,11.7817,48.6431,Behringer (1987)
1610,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1610,1600,1,3,Germany,12.8816,47.7303,Behringer (1987)
1610,1600,1,3,Germany,11.1421,47.8407,Behringer (1987)
1610,1600,7,2,Germany,10.7223,48.8722,Behringer (1987)
1610,1600,1,3,Germany,11.4274,47.9102,Behringer (1987)
1610,1600,8,1,Germany,11.7833,49.0534,Behringer (1987)
1610,1600,2,3,Germany,10.4895,48.8508,Behringer (1987)
1610,1600,3,3,Germany,10.8978,48.3705,Behringer (1987)
1610,1600,1,3,Germany,10.2922,47.5743,Behringer (1987)
1610,1600,3,3,Germany,10.7778,48.7186,Behringer (1987)
1610,1600,1,3,Germany,10.9865,48.356,Behringer (1987)
1610,1600,2,3,Germany,11.5005,48.8126,Behringer (1987)
1610,1600,1,3,Germany,11.7817,48.6431,Behringer (1987)
1610,1600,1,3,Germany,12.4604,47.7614,Behringer (1987)
1610,1600,2,3,Germany,11.582,48.1351,Behringer (1987)
1610,1600,2,1,Germany,10.9209,48.6902,Behringer (1987)
1610,1600,3,3,Germany,10.7223,48.8722,Behringer (1987)
1610,1600,1,3,Germany,10.8978,48.3705,Behringer (1987)
1610,1600,1,3,Germany,10.6792,48.5618,Behringer (1987)
1610,1600,4,3,Germany,10.5995,48.3983,Behringer (1987)
1610,1600,8,8,Germany,10.494,48.5791,Behringer (1987)
1610,1600,4,3,Germany,11.4339,48.263,Behringer (1987)
1610,1600,1,3,Germany,10.7778,48.7186,Behringer (1987)
1610,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1610,1600,1,3,Germany,11.4258,48.7665,Behringer (1987)
1610,1600,1,3,Germany,12.8816,47.7303,Behringer (1987)
1610,1600,1,3,Germany,11.5652,47.7615,Behringer (1987)
1610,1600,3,3,Germany,11.6227,48.766,Behringer (1987)
1610,1600,1,3,Germany,10.7223,48.8722,Behringer (1987)
1610,1600,10,3,Germany,10.7223,48.8722,Behringer (1987)
1610,1600,1,3,Germany,13.2379,49.0178,Behringer (1987)
1610,1600,3,3,Germany,10.8978,48.3705,Behringer (1987)
1610,1600,1,3,Germany,11.136,48.4577,Behringer (1987)
1610,1600,2,3,Germany,11.4977,48.5325,Behringer (1987)
1610,1600,4,3,Germany,11.863,48.1909,Behringer (1987)
1610,1600,1,3,Germany,12.8816,47.7303,Behringer (1987)
1610,1600,2,3,Germany,11.4258,48.7665,Behringer (1987)
1610,1600,1,3,Germany,10.2833,48.4167,Behringer (1987)
1610,1600,1,3,Germany,10.5995,48.3983,Behringer (1987)
1610,1600,1,1,Germany,10.55,47.5833,Behringer (1987)
1610,1600,6,6,Germany,10.494,48.5791,Behringer (1987)
1610,1600,1,3,Germany,11.1888,48.7303,Behringer (1987)
1610,1600,1,3,Germany,12.0417,49.2066,Behringer (1987)
1610,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1610,1600,2,3,Germany,11.136,48.4577,Behringer (1987)
1610,1600,1,3,Germany,11.136,48.4577,Behringer (1987)
1610,1600,2,3,Germany,11.582,48.1351,Behringer (1987)
1610,1600,2,3,Germany,12.8517,49.1768,Behringer (1987)
1610,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1610,1600,2,3,Germany,11.4977,48.5325,Behringer (1987)
1610,1600,1,3,Germany,13.1284,48.9772,Behringer (1987)
1610,1600,1,3,Germany,12.1016,49.0134,Behringer (1987)
1610,1600,1,3,Germany,11.339,48.0,Behringer (1987)
1610,1600,2,3,Germany,11.1421,47.8407,Behringer (1987)
1610,1600,3,3,Germany,10.8978,48.3705,Behringer (1987)
1610,1600,20,20,Germany,13.4851,48.6148,Behringer (1987)
1610,1600,1,3,Germany,13.4851,48.6148,Behringer (1987)
1610,1600,1,3,Germany,11.136,48.4577,Behringer (1987)
1610,1600,1,3,Germany,11.8508,48.8177,Behringer (1987)
1610,1600,1,3,Germany,12.8311,48.1726,Behringer (1987)
1610,1600,1,3,Germany,11.4339,48.263,Behringer (1987)
1610,1600,1,3,Germany,10.9865,48.356,Behringer (1987)
1610,1600,2,3,Germany,10.8704,48.0508,Behringer (1987)
1610,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1610,1600,1,3,Germany,11.8333,47.79,Behringer (1987)
1610,1600,1,3,Germany,11.2041,47.6775,Behringer (1987)
1610,1600,2,3,Germany,11.4977,48.5325,Behringer (1987)
1610,1600,3,3,Germany,11.582,48.1351,Behringer (1987)
1610,1600,1,1,Germany,11.5652,47.7615,Behringer (1987)
1610,1600,2,3,Germany,12.6384,47.8678,Behringer (1987)
1610,1600,1,3,Germany,12.2245,48.0527,Behringer (1987)
1610,1600,1,1,Germany,10.7223,48.8722,Behringer (1987)
1610,1600,1,3,Germany,11.4274,47.9102,Behringer (1987)
1610,1600,2,3,Germany,10.3481,47.661,Behringer (1987)
1610,1600,1,3,Germany,11.8508,48.8177,Behringer (1987)
1610,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1610,1600,1,3,Germany,11.4339,48.263,Behringer (1987)
1610,1600,1,3,Germany,12.0473,48.2578,Behringer (1987)
1610,1600,1,3,Germany,12.4604,47.7614,Behringer (1987)
1610,1600,7,1,Germany,11.582,48.1351,Behringer (1987)
1610,1600,1,3,Germany,12.1181,47.8571,Behringer (1987)
1610,1600,2,3,Germany,12.1181,47.8571,Behringer (1987)
1610,1600,1,3,Germany,11.5652,47.7615,Behringer (1987)
1610,1600,2,3,Germany,12.6384,47.8678,Behringer (1987)
1610,1600,5,3,Germany,12.2245,48.0527,Behringer (1987)
1610,1600,1,1,Germany,10.494,48.5791,Behringer (1987)
1610,1600,9,6,Germany,11.7833,49.0534,Behringer (1987)
1610,1600,1,1,Germany,11.8831,49.0683,Behringer (1987)
1610,1600,4,4,Germany,10.1466,47.6764,Behringer (1987)
1610,1600,1,1,Germany,10.494,48.5791,Behringer (1987)
1610,1600,3,3,Germany,13.3946,48.8592,Behringer (1987)
1610,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1610,1600,1,3,Germany,10.5355,47.7059,Behringer (1987)
1610,1600,1,3,Germany,11.7412,48.4029,Behringer (1987)
1610,1600,5,5,Germany,10.1466,47.6764,Behringer (1987)
1610,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1610,1600,2,3,Germany,11.7833,49.0534,Behringer (1987)
1610,1600,1,3,Germany,11.1888,48.7303,Behringer (1987)
1610,1600,1,1,Germany,10.55,47.5833,Behringer (1987)
1610,1600,1,3,Germany,11.7412,48.4029,Behringer (1987)
1610,1600,3,3,Germany,10.1802,47.9838,Behringer (1987)
1610,1600,1,3,Germany,10.4895,48.8508,Behringer (1987)
1610,1600,2,3,Germany,11.4258,48.7665,Behringer (1987)
1610,1600,7,3,Germany,11.4258,48.7665,Behringer (1987)
1610,1600,3,3,Germany,11.7671,48.803,Behringer (1987)
1610,1600,1,3,Germany,11.4258,48.7665,Behringer (1987)
1610,1600,1,1,Germany,13.2379,49.0178,Behringer (1987)
1610,1600,2,0,Germany,11.582,48.1351,Behringer (1987)
1610,1600,1,0,Germany,11.7817,48.6431,Behringer (1987)
1610,1600,2,0,Germany,11.6918,48.9637,Behringer (1987)
1610,1600,2,0,Germany,12.0093,47.864,Behringer (1987)
1610,1600,1,0,Germany,11.4339,48.263,Behringer (1987)
1610,1600,3,0,Germany,11.4258,48.7665,Behringer (1987)
1610,1600,1,0,Germany,11.6227,48.766,Behringer (1987)
1610,1600,3,0,Germany,12.0093,47.864,Behringer (1987)
1610,1600,1,0,Germany,11.582,48.1351,Behringer (1987)
1620,1600,2,3,Germany,10.8978,48.3705,Behringer (1987)
1620,1600,1,1,Germany,10.494,48.5791,Behringer (1987)
1620,1600,1,3,Germany,10.55,47.5833,Behringer (1987)
1620,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1620,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1620,1600,1,3,Germany,10.7778,48.7186,Behringer (1987)
1620,1600,7,3,Germany,11.4258,48.7665,Behringer (1987)
1620,1600,3,3,Germany,10.4895,48.8508,Behringer (1987)
1620,1600,1,1,Germany,12.1469,48.5442,Behringer (1987)
1620,1600,1,3,Germany,12.8311,48.1726,Behringer (1987)
1620,1600,3,2,Germany,10.494,48.5791,Behringer (1987)
1620,1600,2,2,Germany,10.1466,47.6764,Behringer (1987)
1620,1600,1,3,Germany,11.6918,48.9637,Behringer (1987)
1620,1600,6,6,Germany,12.9575,48.8409,Behringer (1987)
1620,1600,1,3,Germany,10.2207,47.5592,Behringer (1987)
1620,1600,2,3,Germany,10.2922,47.5743,Behringer (1987)
1620,1600,2,3,Germany,10.494,48.5791,Behringer (1987)
1620,1600,1,3,Germany,10.8978,48.3705,Behringer (1987)
1620,1600,1,3,Germany,10.2922,47.5743,Behringer (1987)
1620,1600,1,3,Germany,10.8081,48.4247,Behringer (1987)
1620,1600,1,3,Germany,11.083,48.1053,Behringer (1987)
1620,1600,1,3,Germany,10.6792,48.5618,Behringer (1987)
1620,1600,1,3,Germany,10.4108,48.4302,Behringer (1987)
1620,1600,2,3,Germany,11.0168,48.7006,Behringer (1987)
1620,1600,1,1,Germany,11.7833,49.0534,Behringer (1987)
1620,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1620,1600,6,3,Germany,11.4258,48.7665,Behringer (1987)
1620,1600,2,3,Germany,10.8978,48.3705,Behringer (1987)
1620,1600,1,1,Germany,10.4738,48.8887,Behringer (1987)
1620,1600,1,3,Germany,11.4258,48.7665,Behringer (1987)
1620,1600,1,3,Germany,12.4604,47.7614,Behringer (1987)
1620,1600,1,3,Germany,11.339,48.0,Behringer (1987)
1620,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1620,1600,3,3,Germany,10.494,48.5791,Behringer (1987)
1620,1600,1,3,Germany,10.6158,47.7785,Behringer (1987)
1620,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1620,1600,10,3,Germany,12.8311,48.1726,Behringer (1987)
1620,1600,1,3,Germany,12.6384,47.8678,Behringer (1987)
1620,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1620,1600,4,1,Germany,10.8978,48.3705,Behringer (1987)
1620,1600,4,3,Germany,13.3561,48.7737,Behringer (1987)
1620,1600,1,3,Germany,12.1469,48.5442,Behringer (1987)
1620,1600,1,3,Germany,10.2833,48.4167,Behringer (1987)
1620,1600,1,3,Germany,10.43,48.5703,Behringer (1987)
1620,1600,2,3,Germany,10.1802,47.9838,Behringer (1987)
1620,1600,5,5,Germany,11.7833,49.0534,Behringer (1987)
1620,1600,1,3,Germany,10.494,48.5791,Behringer (1987)
1620,1600,1,3,Germany,10.2833,48.4167,Behringer (1987)
1620,1600,1,1,Germany,9.6351,47.5786,Behringer (1987)
1620,1600,2,3,Germany,10.494,48.5791,Behringer (1987)
1620,1600,7,3,Germany,10.8978,48.3705,Behringer (1987)
1620,1600,2,3,Germany,11.582,48.1351,Behringer (1987)
1620,1600,20,20,Germany,10.4738,48.8887,Behringer (1987)
1620,1600,80,51,Germany,11.4678,48.657,Behringer (1987)
1620,1600,22,3,Germany,11.1888,48.7303,Behringer (1987)
1620,1600,23,23,Germany,11.4678,48.657,Behringer (1987)
1620,1600,2,3,Germany,10.5355,47.7059,Behringer (1987)
1620,1600,1,3,Germany,11.4339,48.263,Behringer (1987)
1620,1600,1,3,Germany,10.7778,48.7186,Behringer (1987)
1620,1600,1,3,Germany,10.9865,48.356,Behringer (1987)
1620,1600,1,3,Germany,11.3488,48.7558,Behringer (1987)
1620,1600,2,1,Germany,11.4258,48.7665,Behringer (1987)
1620,1600,1,1,Germany,10.4949,48.0462,Behringer (1987)
1620,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1620,1600,1,3,Germany,11.4977,48.5325,Behringer (1987)
1620,1600,1,3,Germany,12.1181,47.8571,Behringer (1987)
1620,1600,1,1,Germany,12.1181,47.8571,Behringer (1987)
1620,1600,1,3,Germany,11.863,48.1909,Behringer (1987)
1620,1600,1,3,Germany,11.6227,48.766,Behringer (1987)
1620,1600,40,40,Germany,10.7223,48.8722,Behringer (1987)
1620,1600,2,3,Germany,10.494,48.5791,Behringer (1987)
1620,1600,1,3,Germany,10.8296,48.2697,Behringer (1987)
1620,1600,3,3,Germany,10.7557,48.18,Behringer (1987)
1620,1600,1,3,Germany,10.3667,48.25,Behringer (1987)
1620,1600,1,3,Germany,11.6227,49.0853,Behringer (1987)
1620,1600,1,3,Germany,10.6158,47.7785,Behringer (1987)
1620,1600,1,3,Germany,10.4172,48.6187,Behringer (1987)
1620,1600,1,3,Germany,10.4738,48.8887,Behringer (1987)
1620,1600,1,3,Germany,10.3255,48.6736,Behringer (1987)
1620,1600,1,3,Germany,10.8537,48.8427,Behringer (1987)
1620,1600,1,1,Germany,13.2379,49.0178,Behringer (1987)
1620,1600,1,0,Germany,12.5802,48.8777,Behringer (1987)
1620,1600,1,0,Germany,11.2631,48.5626,Behringer (1987)
1620,1600,5,0,Germany,10.9865,48.356,Behringer (1987)
1620,1600,3,0,Germany,11.6918,48.9637,Behringer (1987)
1620,1600,1,0,Germany,11.4274,47.9102,Behringer (1987)
1620,1600,5,3,Germany,10.7223,48.8722,Behringer (1987)
1620,1600,2,0,Germany,11.6227,48.766,Behringer (1987)
1620,1600,1,0,Germany,10.4675,48.2814,Behringer (1987)
1620,1600,1,0,Germany,11.339,48.0,Behringer (1987)
1620,1600,1,0,Germany,11.136,48.4577,Behringer (1987)
1620,1600,1,0,Germany,11.4258,48.7665,Behringer (1987)
1620,1600,1,0,Germany,11.5652,47.7615,Behringer (1987)
1630,1600,18,18,Germany,11.4678,48.657,Behringer (1987)
1630,1600,16,16,Germany,11.1888,48.7303,Behringer (1987)
1630,1600,29,29,Germany,10.7223,48.8722,Behringer (1987)
1630,1600,2,3,Germany,11.4339,48.263,Behringer (1987)
1630,1600,2,3,Germany,10.9865,48.356,Behringer (1987)
1630,1600,7,1,Germany,11.4258,48.7665,Behringer (1987)
1630,1600,4,3,Germany,11.6194,48.4063,Behringer (1987)
1630,1600,2,3,Germany,11.7817,48.6431,Behringer (1987)
1630,1600,2,3,Germany,12.4604,47.7614,Behringer (1987)
1630,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1630,1600,2,3,Germany,11.4977,48.5325,Behringer (1987)
1630,1600,1,3,Germany,10.9209,48.6902,Behringer (1987)
1630,1600,1,3,Germany,12.0294,48.7012,Behringer (1987)
1630,1600,2,3,Germany,11.2631,48.5626,Behringer (1987)
1630,1600,1,3,Germany,12.5802,48.8777,Behringer (1987)
1630,1600,1,3,Germany,12.8517,49.1768,Behringer (1987)
1630,1600,1,3,Germany,12.8832,49.0795,Behringer (1987)
1630,1600,1,3,Germany,12.6804,48.976,Behringer (1987)
1630,1600,6,3,Germany,12.6384,47.8678,Behringer (1987)
1630,1600,1,3,Germany,11.1421,47.8407,Behringer (1987)
1630,1600,1,3,Germany,10.8978,48.3705,Behringer (1987)
1630,1600,1,3,Germany,9.6351,47.5786,Behringer (1987)
1630,1600,1,3,Germany,11.4258,48.7665,Behringer (1987)
1630,1600,1,3,Germany,11.7833,49.0534,Behringer (1987)
1630,1600,2,2,Germany,10.7223,48.8722,Behringer (1987)
1630,1600,1,3,Germany,11.7412,48.4029,Behringer (1987)
1630,1600,1,3,Germany,10.43,48.5703,Behringer (1987)
1630,1600,1,3,Germany,10.55,47.5833,Behringer (1987)
1630,1600,1,3,Germany,11.4258,48.7665,Behringer (1987)
1630,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1630,1600,1,3,Germany,10.43,48.5703,Behringer (1987)
1630,1600,2,3,Germany,11.7833,49.0534,Behringer (1987)
1630,1600,1,3,Germany,10.5355,47.7059,Behringer (1987)
1630,1600,2,3,Germany,12.1489,49.6744,Behringer (1987)
1630,1600,1,3,Germany,12.2589,49.5976,Behringer (1987)
1630,1600,1,3,Germany,12.4852,48.6435,Behringer (1987)
1630,1600,1,3,Germany,10.2922,47.5743,Behringer (1987)
1630,1600,5,3,Germany,12.6804,48.976,Behringer (1987)
1630,1600,1,0,Germany,11.6194,48.4063,Behringer (1987)
1630,1600,1,0,Germany,12.4604,47.7614,Behringer (1987)
1630,1600,1,0,Germany,10.7223,48.8722,Behringer (1987)
1630,1600,2,0,Germany,11.136,48.4577,Behringer (1987)
1630,1600,4,0,Germany,11.1421,47.8407,Behringer (1987)
1630,1600,1,0,Germany,10.7778,48.7186,Behringer (1987)
1630,1600,2,1,Germany,11.6227,48.766,Behringer (1987)
1630,1600,1,3,Germany,10.9209,48.6902,Behringer (1987)
1630,1600,1,0,Germany,10.7223,48.8722,Behringer (1987)
1640,1600,1,3,Germany,11.4339,48.263,Behringer (1987)
1640,1600,1,3,Germany,12.4852,48.6435,Behringer (1987)
1640,1600,1,3,Germany,12.1795,48.1619,Behringer (1987)
1640,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1640,1600,1,3,Germany,10.7223,48.8722,Behringer (1987)
1640,1600,1,3,Germany,10.8978,48.3705,Behringer (1987)
1640,1600,1,3,Germany,11.1888,48.7303,Behringer (1987)
1640,1600,1,3,Germany,11.136,48.4577,Behringer (1987)
1640,1600,1,1,Germany,12.7689,48.0581,Behringer (1987)
1640,1600,7,1,Germany,12.5802,48.8777,Behringer (1987)
1640,1600,4,3,Germany,10.5355,47.7059,Behringer (1987)
1640,1600,3,3,Germany,11.582,48.1351,Behringer (1987)
1640,1600,2,1,Germany,10.8978,48.3705,Behringer (1987)
1640,1600,2,3,Germany,11.582,48.1351,Behringer (1987)
1640,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1640,1600,1,3,Germany,11.136,48.4577,Behringer (1987)
1640,1600,1,3,Germany,12.6144,47.7242,Behringer (1987)
1640,1600,1,3,Germany,13.3561,48.7737,Behringer (1987)
1640,1600,3,1,Germany,13.0554,48.7703,Behringer (1987)
1640,1600,1,3,Germany,10.2922,47.5743,Behringer (1987)
1640,1600,5,1,Germany,10.7778,48.7186,Behringer (1987)
1640,1600,1,3,Germany,10.3158,47.7286,Behringer (1987)
1640,1600,1,3,Germany,9.6351,47.5786,Behringer (1987)
1640,1600,1,3,Germany,11.4274,47.9102,Behringer (1987)
1640,1600,1,1,Germany,11.4678,48.657,Behringer (1987)
1640,1600,1,3,Germany,11.1888,48.7303,Behringer (1987)
1640,1600,1,3,Germany,12.5802,48.8777,Behringer (1987)
1640,1600,1,3,Germany,12.8832,49.0795,Behringer (1987)
1640,1600,1,3,Germany,10.5355,47.7059,Behringer (1987)
1640,1600,2,3,Germany,9.6351,47.5786,Behringer (1987)
1640,1600,1,3,Germany,13.1284,48.9772,Behringer (1987)
1640,1600,1,3,Germany,12.5802,48.8777,Behringer (1987)
1640,1600,3,0,Germany,11.582,48.1351,Behringer (1987)
1640,1600,10,5,Germany,10.9209,48.6902,Behringer (1987)
1640,1600,1,0,Germany,10.9209,48.6902,Behringer (1987)
1640,1600,2,0,Germany,11.7817,48.6431,Behringer (1987)
1640,1600,1,0,Germany,12.8816,47.7303,Behringer (1987)
1640,1600,2,0,Germany,11.6918,48.9637,Behringer (1987)
1640,1600,1,3,Germany,12.6384,47.8678,Behringer (1987)
1650,1600,3,3,Germany,12.5802,48.8777,Behringer (1987)
1650,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1650,1600,1,3,Germany,10.7764,47.7387,Behringer (1987)
1650,1600,1,3,Germany,11.4339,48.263,Behringer (1987)
1650,1600,1,3,Germany,11.863,48.1909,Behringer (1987)
1650,1600,1,3,Germany,12.6384,47.8678,Behringer (1987)
1650,1600,1,1,Germany,10.8978,48.3705,Behringer (1987)
1650,1600,1,3,Germany,11.582,48.1351,Behringer (1987)
1650,1600,7,3,Germany,10.5355,47.7059,Behringer (1987)
1650,1600,1,3,Germany,10.1802,47.9838,Behringer (1987)
1650,1600,1,3,Germany,12.6896,48.2413,Behringer (1987)
1650,1600,1,3,Germany,10.7764,47.7387,Behringer (1987)
1650,1600,1,3,Germany,11.4672,49.2773,Behringer (1987)
1650,1600,5,3,Germany,12.1469,48.5442,Behringer (1987)
1650,1600,2,3,Germany,9.90714,49.7333,Behringer (1987)
1650,1600,1,3,Germany,12.1469,48.5442,Behringer (1987)
1650,1600,3,2,Germany,10.8978,48.3705,Behringer (1987)
1650,1600,2,3,Germany,12.4852,48.6435,Behringer (1987)
1650,1600,5,1,Germany,12.5223,49.1941,Behringer (1987)
1650,1600,5,1,Germany,10.1802,47.9838,Behringer (1987)
1650,1600,1,3,Germany,11.8866,48.9184,Behringer (1987)
1650,1600,42,15,Germany,9.6351,47.5786,Behringer (1987)
1650,1600,1,3,Germany,10.5355,47.7059,Behringer (1987)
1650,1600,3,3,Germany,9.6351,47.5786,Behringer (1987)
1650,1600,3,3,Germany,13.0554,48.7703,Behringer (1987)
1650,1600,1,1,Germany,10.8537,48.8427,Behringer (1987)
1650,1600,3,3,Germany,9.6351,47.5786,Behringer (1987)
1650,1600,2,3,Germany,10.8978,48.3705,Behringer (1987)
1650,1600,1,1,Germany,10.4675,48.2814,Behringer (1987)
1650,1600,1,0,Germany,11.339,48.0,Behringer (1987)
1650,1600,2,0,Germany,11.6918,48.9637,Behringer (1987)
1650,1600,2,0,Germany,11.6194,48.4063,Behringer (1987)
1650,1600,1,3,Germany,12.0093,47.864,Behringer (1987)
1650,1600,2,0,Germany,12.6384,47.8678,Behringer (1987)
1650,1600,1,0,Germany,10.4675,48.2814,Behringer (1987)
1650,1600,1,3,Germany,12.8311,48.1726,Behringer (1987)
1650,1600,1,0,Germany,10.4675,48.2814,Behringer (1987)
1650,1600,1,0,Germany,11.339,48.0,Behringer (1987)
1650,1600,1,3,Germany,12.9396,48.419,Behringer (1987)
1650,1600,2,0,Germany,11.1421,47.8407,Behringer (1987)
