,fromPlaylist,trackName,trackPopularity,trackNumber,isExplicit,artistID,artistName,artistPop,artistGenre,albumName,albumID,albumType,releaseDate,album_nTracks,albumCover,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2308,Pop 2010,Love The Way You Lie,84,1,True,7dGJo4pcD2V6oG8kP0tJRR,Eminem,91,detroit hip hop,Recovery,47BiFcV59TQi2s9SkBo2pb,album,2010,17,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,audio_features,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4
2309,Pop 2010,Can't Hold Us (feat. Ray Dalton),84,1,False,5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,74,pop rap,The Heist,5QWHes9ODwn42DHTifGkXd,album,2012,15,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,audio_features,22skzmqfdWrjJylampe0kt,spotify:track:22skzmqfdWrjJylampe0kt,https://api.spotify.com/v1/tracks/22skzmqfdWrjJylampe0kt,https://api.spotify.com/v1/audio-analysis/22skzmqfdWrjJylampe0kt,258432,4
2310,Pop 2010,This Is What You Came For,84,1,False,7CajNmpbOovFoOoasH2HaY,Calvin Harris,86,dance pop,This Is What You Came For,3pEgGUv379EDinvg1TN7Kt,single,2016,1,https://i.scdn.co/image/ab67616d0000b273d9aa52355e062f5de060adbf,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160,4
2311,Pop 2010,Unforgettable,84,1,True,6vXTefBL93Dj5IqAWq6OTv,French Montana,74,hip hop,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,album,2017,18,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4
2312,Pop 2010,bad guy,84,1,False,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,88,art pop,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,album,2019,14,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
2313,Pop 2010,Can't Feel My Face,84,1,False,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,canadian contemporary r&b,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,album,2015,14,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,audio_features,22VdIZQfgXJea34mQxlt81,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520,4
2314,Pop 2010,Uptown Funk (feat. Bruno Mars),84,1,True,3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,74,pop soul,Uptown Special,3vLaOYCNCzngDf8QdBg2V1,album,2015,11,https://i.scdn.co/image/ab67616d0000b273e419ccba0baa8bd3f3d7abf2,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4
2316,Pop 2010,Sunflower - Spider-Man: Into the Spider-Verse,84,1,False,246dkjvS1zLTtiykXe5h60,Post Malone,89,dfw rap,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs,compilation,2018,13,https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
2318,Pop 2010,Mask Off,83,1,True,1RyvyyTE3xzB2ZywiAwp0i,Future,90,atl hip hop,FUTURE,17FBoXK1NU2rvJBbzdzw0r,album,2017,20,https://i.scdn.co/image/ab67616d0000b273e0b64c8be3c4e804abcb2696,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
2319,Pop 2010,High Hopes,83,1,False,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,78,pop,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,album,2018,11,https://i.scdn.co/image/ab67616d0000b273c5148520a59be191eea16989,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4
2321,Pop 2010,Stereo Hearts (feat. Adam Levine),83,1,False,4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,69,dance pop,The Papercut Chronicles II,2mumCpGmuE9iDeOvMx6XrB,album,2011,11,https://i.scdn.co/image/ab67616d0000b27318b8088fe0c3dbf78398b55a,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,0qOnSQQF0yzuPWsXrQ9paz,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,210960,4
2322,Pop 2010,I Like Me Better,83,1,False,5JZ7CnR6gTvEMKX4g70Amv,Lauv,76,pop,I met you when I was 18. (the playlist),71cQY3dUThCY6vVKaUIXqR,album,2018,17,https://i.scdn.co/image/ab67616d0000b273bdea30b86b37142ec99deb78,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972,audio_features,0EcQcdcbQeVJn9fknj44Be,spotify:track:0EcQcdcbQeVJn9fknj44Be,https://api.spotify.com/v1/tracks/0EcQcdcbQeVJn9fknj44Be,https://api.spotify.com/v1/audio-analysis/0EcQcdcbQeVJn9fknj44Be,197437,4
2323,Pop 2010,Love You Like A Love Song,83,1,False,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,69,pop,When The Sun Goes Down,49yHvRh1cOfLcEKukEP7Ox,album,2011,12,https://i.scdn.co/image/ab67616d0000b2731c8193de8d62b2ffa49a09db,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,audio_features,0laYHRpNTS6i8FXdupHkJ4,spotify:track:0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/tracks/0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/audio-analysis/0laYHRpNTS6i8FXdupHkJ4,188453,4
2325,Pop 2010,Sorry,83,1,False,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,89,canadian pop,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,album,2015,19,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,audio_features,09CtPGIpYB4BrO8qb1RGsF,spotify:track:09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,200787,4
2326,Pop 2010,7 Years,83,1,False,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,70,danish pop,Lukas Graham,4rFrdkSWs0dtj0rWPzOk1v,album,2016,11,https://i.scdn.co/image/ab67616d0000b2732d94d0f04e9a58d1654b760b,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,audio_features,5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,237300,4
2327,Pop 2010,Timber (feat. Ke$ha),83,1,False,0TnOYISbd1XYRBk9myaseg,Pitbull,83,dance pop,Global Warming: Meltdown (Deluxe Version),2F7tejLHzTqFq2XLol9ZGy,album,2012,17,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,audio_features,3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,204160,4
2328,Pop 2010,"thank u, next",83,1,True,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,89,pop,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,album,2019,12,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320,4
2329,Pop 2010,Rude,83,1,False,0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,67,pop,Don't Kill the Magic,0RZ4Ct4vegYBmL9g88TBNi,album,2014,11,https://i.scdn.co/image/ab67616d0000b273604f8ac39f15d287e251f193,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,audio_features,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840,4
2330,Pop 2010,Let You Down,82,1,False,6fOMl44jA4Sp5b9PpYCkzz,NF,83,hip hop,Perception,1KOmHyNLuOe5YrPhD3Juuf,album,2017,16,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,audio_features,52okn5MNA47tk87PeZJLEL,spotify:track:52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,212120,4
2331,Pop 2010,"Happy - From ""Despicable Me 2""",82,1,False,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,80,dance pop,G I R L,0lrmy4pJINsFzycJvttX2W,album,2014,11,https://i.scdn.co/image/ab67616d0000b273e8107e6d9214baa81bb79bba,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,audio_features,60nZcImufyMA1MKQY3dcCH,spotify:track:60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/tracks/60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/audio-analysis/60nZcImufyMA1MKQY3dcCH,232720,4
2332,Pop 2010,Levels - Radio Edit,82,1,False,1vCWHaC5f2uS3yhpwWbIA6,Avicii,81,edm,Levels,1OEGfToF7QbjUgyxMAnGXg,single,2011,4,https://i.scdn.co/image/ab67616d0000b273ffb343926530168be4724dd4,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,audio_features,5UqCQaDshqbIk3pkhy4Pjg,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,https://api.spotify.com/v1/tracks/5UqCQaDshqbIk3pkhy4Pjg,https://api.spotify.com/v1/audio-analysis/5UqCQaDshqbIk3pkhy4Pjg,199907,4
2333,Pop 2010,Sucker,82,1,False,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,78,boy band,Happiness Begins,1Uf67JAtkVWfdydzFFqNF2,album,2019,14,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027,4
2334,Pop 2010,Señorita,82,1,False,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,84,canadian pop,Shawn Mendes (Deluxe),0xzScN8P3hQAz3BT3YYX5w,album,2019,16,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800,4
2335,Pop 2010,Riptide,82,1,False,10exVja0key0uqUkk6LJRT,Vance Joy,76,folk-pop,Dream Your Life Away (Special Edition),5S9b8euumqMhQbMk0zzQdH,album,2014,15,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280,4
2336,Pop 2010,Human,82,1,False,4f9iBmdUOhQWeP7dcAn1pf,Rag'n'Bone Man,69,neo soul,Human (Deluxe),1rMmiDKa8V5H9yYTPAbLng,album,2017,19,https://i.scdn.co/image/ab67616d0000b27390a788beadaad34ff684d3ec,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,audio_features,58zsLZPvfflaiIbNWoA22O,spotify:track:58zsLZPvfflaiIbNWoA22O,https://api.spotify.com/v1/tracks/58zsLZPvfflaiIbNWoA22O,https://api.spotify.com/v1/audio-analysis/58zsLZPvfflaiIbNWoA22O,200187,4
2337,Pop 2010,New Rules,82,1,False,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,87,dance pop,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,album,2017,17,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,2ekn2ttSfGqwhhate0LSR0,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320,4
2338,Pop 2010,I Feel It Coming,82,1,False,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,canadian contemporary r&b,Starboy,2ODvWsOgouMbaA5xf0RkJe,album,2016,18,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,audio_features,3dhjNA0jGA8vHBQ1VdD6vV,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV,269187,4
2339,Pop 2010,In the Name of Love,82,1,False,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,77,dutch edm,In the Name of Love,1FOJ5IXGXe8dl0cXvCU6wK,single,2016,1,https://i.scdn.co/image/ab67616d0000b2738c77bcf5f5a227d270d23370,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,audio_features,23L5CiUhw2jV1OIMwthR3S,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707,4
2340,Pop 2010,I'm Yours,82,1,False,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,73,acoustic pop,We Sing. We Dance. We Steal Things.,04G0YylSjvDQZrjOfE5jA5,album,2008,12,https://i.scdn.co/image/ab67616d0000b273125b1a330b6f6100ab19dbed,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947,4
2341,Pop 2010,Rolling in the Deep,82,1,True,4dpARuHxo51G3z768sgnrY,Adele,86,british soul,21,0Lg1uZvI312TPqxNWShFXL,album,2011,11,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,1c8gk2PeTE04A1pIDH9YMk,spotify:track:1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/tracks/1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/audio-analysis/1c8gk2PeTE04A1pIDH9YMk,228093,4
2342,Pop 2010,Not Afraid,82,1,True,7dGJo4pcD2V6oG8kP0tJRR,Eminem,91,detroit hip hop,Recovery,47BiFcV59TQi2s9SkBo2pb,album,2010,17,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,audio_features,7Ie9W94M7OjPoZVV216Xus,spotify:track:7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,248133,5
2343,Pop 2010,Don't Let Me Down,82,1,False,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,80,electropop,Don't Let Me Down,2SByipSK8eZ2pasaIwwzhf,single,2016,1,https://i.scdn.co/image/ab67616d0000b273df7cddc2d32ef9df762d5a30,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4
2345,Pop 2010,Way down We Go,82,1,False,7jdFEYD2LTYjfwxOdlVjmc,KALEO,69,icelandic indie,A/B,4he4SQup02hEIQdwhZlZlk,album,2016,10,https://i.scdn.co/image/ab67616d0000b273f793a842c1642b09a768a63b,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,audio_features,0y1QJc3SJVPKJ1OvFmFqe6,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/tracks/0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,213707,4
2346,Pop 2010,Danza Kuduro,82,1,False,33ScadVnbm2X8kkUqOkC6Z,Don Omar,81,latin hip hop,Meet The Orphans,6mGDfbDErYIJsmSewvccWm,album,2010,14,https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94,0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,audio_features,2a1o6ZejUi8U3wzzOtCOYw,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/tracks/2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/audio-analysis/2a1o6ZejUi8U3wzzOtCOYw,198773,3
2347,Pop 2010,Budapest,82,1,False,2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,75,folk-pop,Wanted on Voyage (Expanded Edition),6mcMKGEgukjyiR5IKElQ2E,album,2014,16,https://i.scdn.co/image/ab67616d0000b273d6df3bccf3ec41ea2f76debc,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,audio_features,2ixsaeFioXJmMgkkbd4uj1,spotify:track:2ixsaeFioXJmMgkkbd4uj1,https://api.spotify.com/v1/tracks/2ixsaeFioXJmMgkkbd4uj1,https://api.spotify.com/v1/audio-analysis/2ixsaeFioXJmMgkkbd4uj1,200733,4
2348,Pop 2010,Royals,81,1,False,163tK9Wjr9P9DmM0AVK7lm,Lorde,76,art pop,Pure Heroine,0rmhjUgoVa17LZuS8xWQ3v,album,2013,10,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185,4
2349,Pop 2010,DJ Got Us Fallin' In Love (feat. Pitbull),81,1,False,23zg3TcAtWQy7J6upgbUnj,Usher,79,atl hip hop,Raymond v Raymond (Expanded Edition),6A1F3Fkq5dYeYYNkXflcTX,album,2010,22,https://i.scdn.co/image/ab67616d0000b27386b0c9728ad3ed338eaeea79,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800,4
2350,Pop 2010,Havana (feat. Young Thug),81,1,False,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,81,dance pop,Camila,2vD3zSQr8hNlg0obNel4TE,album,2018,11,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,audio_features,1rfofaqEpACxVEHIZBJe6W,spotify:track:1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W,217307,4
2351,Pop 2010,The Middle,81,1,False,2qxJFvFYMEDqd7ui6kSAcq,Zedd,75,complextro,The Middle,7nEiwcUSwycvC77kZ9ub7c,single,2018,1,https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,09IStsImFySgyp0pIQdqAc,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,184732,4
2352,Pop 2010,More Than You Know,81,1,False,2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,65,edm,More Than You Know,6Ei5WWek37m1x9AjpSXTcJ,album,2017,15,https://i.scdn.co/image/ab67616d0000b273fba6de0b38b0168d480b1a27,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,audio_features,6h5PAsRni4IRlxWr6uDPTP,spotify:track:6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/tracks/6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/audio-analysis/6h5PAsRni4IRlxWr6uDPTP,203000,4
2353,Pop 2010,Roar,81,1,False,6jJ0s89eD6GaHleKKya26X,Katy Perry,84,pop,PRISM,3jB9yFDwRe3KhtGnHXJntk,album,2013,13,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,audio_features,27tNWlhdAryQY04Gb2ZhUI,spotify:track:27tNWlhdAryQY04Gb2ZhUI,https://api.spotify.com/v1/tracks/27tNWlhdAryQY04Gb2ZhUI,https://api.spotify.com/v1/audio-analysis/27tNWlhdAryQY04Gb2ZhUI,223546,4
2354,Pop 2010,Someone Like You,81,1,False,4dpARuHxo51G3z768sgnrY,Adele,86,british soul,21,0Lg1uZvI312TPqxNWShFXL,album,2011,11,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,audio_features,1zwMYTA5nlNjZxYrvBB2pV,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,https://api.spotify.com/v1/tracks/1zwMYTA5nlNjZxYrvBB2pV,https://api.spotify.com/v1/audio-analysis/1zwMYTA5nlNjZxYrvBB2pV,285240,4
2355,Pop 2010,IDGAF,81,1,True,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,87,dance pop,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,album,2017,17,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,audio_features,76cy1WJvNGJTj78UqeA5zr,spotify:track:76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr,217947,4
