,fromPlaylist,trackName,trackPopularity,trackNumber,isExplicit,artistID,artistName,artistPop,artistGenre,albumName,albumID,albumType,releaseDate,album_nTracks,albumCover,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
673,50s Party,Lucille,58,1,False,4xls23Ye9WR9yy3yYMpAMm,Little Richard,58,blues,Good Golly!,18VnWTsdEcofimkOHcWBAu,album,1969,10,https://i.scdn.co/image/ab67616d0000b273cc4c510d6d19a2d03e2fc757,0.676,0.708,8,-12.115,0,0.0698,0.592,0.000307,0.166,0.919,143.669,audio_features,4YXKKnIZuk7UtXH5oC0ffa,spotify:track:4YXKKnIZuk7UtXH5oC0ffa,https://api.spotify.com/v1/tracks/4YXKKnIZuk7UtXH5oC0ffa,https://api.spotify.com/v1/audio-analysis/4YXKKnIZuk7UtXH5oC0ffa,143827,4
674,50s Party,Don't Be Cruel,58,1,False,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,78,rock-and-roll,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,compilation,1958,14,https://i.scdn.co/image/ab67616d0000b27320ee3e86e17f17239bef1f76,0.697,0.55,2,-11.496,1,0.179,0.856,3.44e-05,0.0907,0.844,84.802,audio_features,01u6AEzGbGbQyYVdxajxqk,spotify:track:01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/tracks/01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/audio-analysis/01u6AEzGbGbQyYVdxajxqk,122893,4
675,50s Party,Needles and Pins - Mono,58,1,False,4QmkLL9JOqM9dusHS1Hghe,The Searchers,45,british invasion,Needles & Pins,0i2VaiznHnihFRJq7iHRG0,album,1964,30,https://i.scdn.co/image/ab67616d0000b2735d0dd46b2e5b276e13a6296c,0.566,0.953,9,-6.504,1,0.0393,0.0546,2.86e-05,0.0637,0.887,124.284,audio_features,0zABw1PtGYHsU4VDpDZsra,spotify:track:0zABw1PtGYHsU4VDpDZsra,https://api.spotify.com/v1/tracks/0zABw1PtGYHsU4VDpDZsra,https://api.spotify.com/v1/audio-analysis/0zABw1PtGYHsU4VDpDZsra,131360,4
676,50s Party,Lollipop,58,1,False,62GnBjssWSXBlKvQohT2Bk,The Chordettes,52,classic girl group,The Chordettes' Best,2lWhM9NDUKCfyZ9Ze27XYl,album,2010,21,https://i.scdn.co/image/ab67616d0000b2734dafc693fd369457726d5c4e,0.65,0.593,7,-6.374,0,0.122,0.585,0.00244,0.441,0.825,143.179,audio_features,1hFB1obL3dCyIDigkojSTm,spotify:track:1hFB1obL3dCyIDigkojSTm,https://api.spotify.com/v1/tracks/1hFB1obL3dCyIDigkojSTm,https://api.spotify.com/v1/audio-analysis/1hFB1obL3dCyIDigkojSTm,130533,4
677,50s Party,Rave On,59,1,False,3wYyutjgII8LJVVOLrGI0D,Buddy Holly,58,classic rock,Buddy Holly,4Qy0SOU9Jg7Td10K68SanP,album,1958,17,https://i.scdn.co/image/ab67616d0000b27358816b5b546bdc2c0e7f6416,0.566,0.711,0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,audio_features,33aYzW5ToRjiFOzkubeJ8H,spotify:track:33aYzW5ToRjiFOzkubeJ8H,https://api.spotify.com/v1/tracks/33aYzW5ToRjiFOzkubeJ8H,https://api.spotify.com/v1/audio-analysis/33aYzW5ToRjiFOzkubeJ8H,109960,4
678,50s Party,Blue Suede Shoes,58,1,False,5hIClg6noTaCzMu2s5wp4f,Carl Perkins,47,rock-and-roll,The Dance Album,2mDKmUu61YwkVAJfvD81HK,album,1957,12,https://i.scdn.co/image/ab67616d0000b27356cb96b27916cc2db4d9aeaf,0.548,0.673,4,-7.318,0,0.0364,0.448,8.53e-05,0.342,0.965,168.891,audio_features,5d6ZRqgbz26Sg4bk1oifQw,spotify:track:5d6ZRqgbz26Sg4bk1oifQw,https://api.spotify.com/v1/tracks/5d6ZRqgbz26Sg4bk1oifQw,https://api.spotify.com/v1/audio-analysis/5d6ZRqgbz26Sg4bk1oifQw,134446,4
679,50s Party,Whole Lot of Shakin' Going On,58,1,False,2zyz0VJqrDXeFDIyrfVXSo,Jerry Lee Lewis,59,piano rock,The Essential Jerry Lee Lewis [The Sun Sessions],6OaajpAGeNsPJFkjyQvqHf,album,2013,40,https://i.scdn.co/image/ab67616d0000b2737bcd1e3691e6ec2b6f53a5f5,0.377,0.626,0,-9.662,1,0.033,0.832,6.46e-05,0.188,0.678,161.468,audio_features,6wO13Xb3EdHUNixFOEJ0KV,spotify:track:6wO13Xb3EdHUNixFOEJ0KV,https://api.spotify.com/v1/tracks/6wO13Xb3EdHUNixFOEJ0KV,https://api.spotify.com/v1/audio-analysis/6wO13Xb3EdHUNixFOEJ0KV,172400,4
680,50s Party,I'm A Man,58,1,False,2bmixwMZXlkl2sbIbOfviq,Bo Diddley,48,acoustic blues,Bo Diddley,1cbtDEwxCjMhglb49OgNBR,album,1958,12,https://i.scdn.co/image/ab67616d0000b273dcd1d02a2b91f0842ad105ed,0.513,0.546,0,-15.672,1,0.0391,0.333,0.0,0.17,0.834,85.527,audio_features,760clbeDBWmBsBLbszWuNZ,spotify:track:760clbeDBWmBsBLbszWuNZ,https://api.spotify.com/v1/tracks/760clbeDBWmBsBLbszWuNZ,https://api.spotify.com/v1/audio-analysis/760clbeDBWmBsBLbszWuNZ,164547,4
681,50s Party,Heartbreak Hotel,58,1,False,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,78,rock-and-roll,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,compilation,1958,14,https://i.scdn.co/image/ab67616d0000b27320ee3e86e17f17239bef1f76,0.696,0.21,4,-11.922,1,0.067,0.84,1.62e-06,0.107,0.717,93.543,audio_features,6xNwKNYZcvgV3XTIwsgNio,spotify:track:6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/tracks/6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/audio-analysis/6xNwKNYZcvgV3XTIwsgNio,127560,4
682,50s Party,Little Bitty Pretty One,58,1,False,61VpPyyJn2bitby8tbafzT,Thurston Harris,46,,The Little Adventures of Thurston Harris (65th Anniversary Edition),3CKsthBsGTsb5uK4e1TYuq,album,1957,26,https://i.scdn.co/image/ab67616d0000b2732a3ed17e7ecce863ddbc4b54,0.704,0.87,8,0.844,1,0.218,0.795,2.45e-06,0.0558,0.932,88.019,audio_features,1ye9IP87nKYZ5YAGaEv9A1,spotify:track:1ye9IP87nKYZ5YAGaEv9A1,https://api.spotify.com/v1/tracks/1ye9IP87nKYZ5YAGaEv9A1,https://api.spotify.com/v1/audio-analysis/1ye9IP87nKYZ5YAGaEv9A1,143053,4
683,50s Party,Maybellene,58,1,False,293zczrfYafIItmnmM3coR,Chuck Berry,66,blues,Berry Is On Top,6eedtCtCjibu80yOhylSGL,album,1959,12,https://i.scdn.co/image/ab67616d0000b273a496dc8c33ca6d10668b3157,0.756,0.768,0,-10.701,1,0.112,0.735,0.0,0.182,0.783,118.208,audio_features,3SQhmctWreNM0X6Zkm2K5R,spotify:track:3SQhmctWreNM0X6Zkm2K5R,https://api.spotify.com/v1/tracks/3SQhmctWreNM0X6Zkm2K5R,https://api.spotify.com/v1/audio-analysis/3SQhmctWreNM0X6Zkm2K5R,143240,4
684,50s Party,Get Rhythm,57,1,False,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,74,arkansas country,Greatest,1tfvwgjJHU9zYWy4qIHZsV,album,1958,12,https://i.scdn.co/image/ab67616d0000b273a14990a9fd1942c5cb85bd78,0.904,0.534,5,-9.003,1,0.0649,0.675,0.0,0.231,0.949,110.84,audio_features,2aq1oBnP7Q176mZw5P6eUk,spotify:track:2aq1oBnP7Q176mZw5P6eUk,https://api.spotify.com/v1/tracks/2aq1oBnP7Q176mZw5P6eUk,https://api.spotify.com/v1/audio-analysis/2aq1oBnP7Q176mZw5P6eUk,132971,4
685,50s Party,Chantilly Lace,57,1,False,2gNK2HAaLVz5DZoD2moDQj,The Big Bopper,41,doo-wop,Chantilly Lace,4rjNs9o3EjMVQlwV7EuhGS,album,1958,10,https://i.scdn.co/image/ab67616d0000b27348d18e159a1b99329343be14,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,audio_features,07GtDOCxmye5KDWsTSACPk,spotify:track:07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/audio-analysis/07GtDOCxmye5KDWsTSACPk,145267,4
686,50s Party,Rip It Up,57,1,False,4xls23Ye9WR9yy3yYMpAMm,Little Richard,58,blues,Here's Little Richard (Deluxe Edition),18tV6PLXYvVjsdOVk0S7M8,album,1957,34,https://i.scdn.co/image/ab67616d0000b2738a22827b01e5d68d3736d58b,0.895,0.636,5,-6.043,1,0.06,0.672,3.31e-06,0.0207,0.967,95.922,audio_features,5tHFPtV7dT01fxDe2AhKjD,spotify:track:5tHFPtV7dT01fxDe2AhKjD,https://api.spotify.com/v1/tracks/5tHFPtV7dT01fxDe2AhKjD,https://api.spotify.com/v1/audio-analysis/5tHFPtV7dT01fxDe2AhKjD,141400,4
687,50s Party,I Wonder Why,56,1,False,2loYllWFfoWpoxC5YrJKc4,Dion & The Belmonts,49,brill building pop,Presenting Dion And The Belmonts,6z1hD32vUCvJZVjVZMv7el,album,1959,12,https://i.scdn.co/image/ab67616d0000b2737a609132064a415169a915cc,0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463,audio_features,7vAw4LLIms6X8ZHcbtoazz,spotify:track:7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/tracks/7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/audio-analysis/7vAw4LLIms6X8ZHcbtoazz,141387,4
688,50s Party,Calendar Girl,56,1,False,5N6GwJzOcOY5kv8p0NjhYL,Neil Sedaka,56,adult standards,Rock with Sedaka (Expanded Edition),1Ue6n39wDCfKyy4IBOuPqO,album,1959,30,https://i.scdn.co/image/ab67616d0000b2733843b432892fdff0ffd2c96d,0.703,0.649,8,-7.727,0,0.0312,0.397,0.0,0.209,0.862,122.719,audio_features,7Gpx2fNJiilvrf9Ss8qbit,spotify:track:7Gpx2fNJiilvrf9Ss8qbit,https://api.spotify.com/v1/tracks/7Gpx2fNJiilvrf9Ss8qbit,https://api.spotify.com/v1/audio-analysis/7Gpx2fNJiilvrf9Ss8qbit,159693,4
689,50s Party,Stupid Cupid,56,1,False,3EY5DxGdy7x4GelivOjS2Q,Connie Francis,54,adult standards,Gold,5LzeNR0ssOIfaUpNQbthH9,album,2005,50,https://i.scdn.co/image/ab67616d0000b273c9a04e077308f223269e240f,0.609,0.794,3,-4.739,1,0.0389,0.734,6.18e-05,0.0479,0.968,136.036,audio_features,3nUrhP3KuK4R1qdxRk2Kgo,spotify:track:3nUrhP3KuK4R1qdxRk2Kgo,https://api.spotify.com/v1/tracks/3nUrhP3KuK4R1qdxRk2Kgo,https://api.spotify.com/v1/audio-analysis/3nUrhP3KuK4R1qdxRk2Kgo,133747,4
690,50s Party,"See You Later, Alligator",55,1,False,3MFp4cYuYtTZe3d3xkLLbr,Bill Haley & His Comets,53,rock-and-roll,Rockin' The Joint,0N5EMEMyYN6BW9R3PjCxxz,album,1959,12,https://i.scdn.co/image/ab67616d0000b27306d6178e09b5a3d5cfe00393,0.663,0.758,10,-10.07,0,0.0571,0.272,0.0,0.319,0.814,157.198,audio_features,05eNEozACh10Rn0ewFnH8Y,spotify:track:05eNEozACh10Rn0ewFnH8Y,https://api.spotify.com/v1/tracks/05eNEozACh10Rn0ewFnH8Y,https://api.spotify.com/v1/audio-analysis/05eNEozACh10Rn0ewFnH8Y,166840,4
691,50s Party,('Til) I Kissed You,55,1,False,4ACplpEqD6JIVgKrafauzs,The Everly Brothers,60,adult standards,Hey Doll Baby,4N7dJ93N6qsCQaMhVtZ8UO,album,2022,17,https://i.scdn.co/image/ab67616d0000b2739686b660768fde022b7adf37,0.576,0.458,1,-10.341,1,0.0442,0.626,0.0,0.377,0.629,141.567,audio_features,4BMhwvrqMUSm65RRB0RAEa,spotify:track:4BMhwvrqMUSm65RRB0RAEa,https://api.spotify.com/v1/tracks/4BMhwvrqMUSm65RRB0RAEa,https://api.spotify.com/v1/audio-analysis/4BMhwvrqMUSm65RRB0RAEa,144533,4
692,50s Party,The Hippy Hippy Shake,55,1,False,5gNduPlUGHsgy1w7f71obH,The Swinging Blue Jeans,39,british invasion,Hippy Hippy Shake: The Definitive Collection,13ZC2VmGjygvRW9ACiE5uN,album,1993,26,https://i.scdn.co/image/ab67616d0000b273ab89babd6f05316f712a9ec4,0.551,0.686,4,-11.969,1,0.0536,0.348,0.0,0.33,0.982,70.959,audio_features,3rV13eMQR0G93DEYhpB09B,spotify:track:3rV13eMQR0G93DEYhpB09B,https://api.spotify.com/v1/tracks/3rV13eMQR0G93DEYhpB09B,https://api.spotify.com/v1/audio-analysis/3rV13eMQR0G93DEYhpB09B,106067,4
693,50s Party,I'm Walkin',54,1,False,09C0xjtosNAIXP36wTnWxd,Fats Domino,56,louisiana blues,Fats Domino Swings,3vte37u7rIAmMZJwNyJSjf,album,1959,12,https://i.scdn.co/image/ab67616d0000b27374e3823e9643fabc830851dd,0.65,0.89,9,-8.11,1,0.0553,0.611,0.056,0.0786,0.972,114.513,audio_features,2gZlblsff9FKnhSIwB2ZsU,spotify:track:2gZlblsff9FKnhSIwB2ZsU,https://api.spotify.com/v1/tracks/2gZlblsff9FKnhSIwB2ZsU,https://api.spotify.com/v1/audio-analysis/2gZlblsff9FKnhSIwB2ZsU,126667,4
694,50s Party,Swing The Mood,54,3,False,4GzIiGnHYrOnq2LUiD6zdo,Jive Bunny and the Mastermixers,42,novelty,Jive Bunny And The Mastermixers The Biggest Party On The Planet,0ZtoKNv75D3PvB2i0vPrIP,album,2009,76,https://i.scdn.co/image/ab67616d0000b273ef5f2fdfe8678924e35acad4,0.865,0.512,8,-13.376,1,0.0521,0.049,0.0173,0.201,0.879,92.512,audio_features,3Aimpqxpvmz7jhJlNnEd5c,spotify:track:3Aimpqxpvmz7jhJlNnEd5c,https://api.spotify.com/v1/tracks/3Aimpqxpvmz7jhJlNnEd5c,https://api.spotify.com/v1/audio-analysis/3Aimpqxpvmz7jhJlNnEd5c,259573,4
695,50s Party,Let's Have A Party,54,1,False,5ZKMPRDHc7qElVJFh3uRqB,Wanda Jackson,48,classic oklahoma country,Wanda Jackson,3i4ROYpkAL4528HDyp8gKw,album,1958,12,https://i.scdn.co/image/ab67616d0000b2738c92379481363b6fa522e70f,0.522,0.901,4,-8.559,1,0.0479,0.535,9.3e-06,0.176,0.916,166.885,audio_features,2B4IYgIkBnemrp0YEkaUIH,spotify:track:2B4IYgIkBnemrp0YEkaUIH,https://api.spotify.com/v1/tracks/2B4IYgIkBnemrp0YEkaUIH,https://api.spotify.com/v1/audio-analysis/2B4IYgIkBnemrp0YEkaUIH,131200,4
696,50s Party,Maybe Baby,54,1,False,15jBNfRUPUgdZOTSaNoF5l,Buddy Holly & The Crickets,40,rock-and-roll,"The ""Chirping"" Crickets",1KfXNUbZrdwHMtkAGNBLBq,album,1957,12,https://i.scdn.co/image/ab67616d0000b273c6c513f39a29c6958f83f8aa,0.607,0.477,9,-12.904,1,0.0333,0.708,0.0,0.253,0.887,136.614,audio_features,20UjAGdEjVb8DniNXvqHJy,spotify:track:20UjAGdEjVb8DniNXvqHJy,https://api.spotify.com/v1/tracks/20UjAGdEjVb8DniNXvqHJy,https://api.spotify.com/v1/audio-analysis/20UjAGdEjVb8DniNXvqHJy,122600,4
697,50s Party,Just A Gigolo - Remastered,54,1,False,52lBOxCxbJg0ttXEW9CQpW,Louis Prima,58,adult standards,Capitol Collectors Series,62NEZstQICTR73eBvw6ZwG,compilation,1991,26,https://i.scdn.co/image/ab67616d0000b273367e85808d7faa6305951acb,0.525,0.403,8,-11.987,1,0.0945,0.597,0.0,0.0565,0.718,125.187,audio_features,6lYeYgSkWh6TZDQy6YZuvG,spotify:track:6lYeYgSkWh6TZDQy6YZuvG,https://api.spotify.com/v1/tracks/6lYeYgSkWh6TZDQy6YZuvG,https://api.spotify.com/v1/audio-analysis/6lYeYgSkWh6TZDQy6YZuvG,283200,4
698,50s Party,Bo Diddley,54,1,False,2bmixwMZXlkl2sbIbOfviq,Bo Diddley,48,acoustic blues,Bo Diddley,1cbtDEwxCjMhglb49OgNBR,album,1958,12,https://i.scdn.co/image/ab67616d0000b273dcd1d02a2b91f0842ad105ed,0.809,0.701,0,-12.484,1,0.0574,0.176,0.0,0.184,0.563,105.696,audio_features,2R7uUQ0Dehu80gsOcydQC9,spotify:track:2R7uUQ0Dehu80gsOcydQC9,https://api.spotify.com/v1/tracks/2R7uUQ0Dehu80gsOcydQC9,https://api.spotify.com/v1/audio-analysis/2R7uUQ0Dehu80gsOcydQC9,149013,4
699,50s Party,Tequila (Original),53,1,False,3yt4IVDHz0luREG9Uf9xrp,The Champs,48,surf music,Tequila,2NJ4uQ6j4wASjGpGFc0m3C,album,2000,8,https://i.scdn.co/image/ab67616d0000b2735a733aee7e85df7dfb6758f0,0.532,0.961,10,-4.056,1,0.0522,0.0519,0.905,0.0738,0.753,90.647,audio_features,14bUqUj1EUnQabWeAqnj39,spotify:track:14bUqUj1EUnQabWeAqnj39,https://api.spotify.com/v1/tracks/14bUqUj1EUnQabWeAqnj39,https://api.spotify.com/v1/audio-analysis/14bUqUj1EUnQabWeAqnj39,130320,4
700,50s Party,I've Got The World On A String,52,1,False,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,76,adult standards,Sinatra 80th: All The Best,5loTE013A6bWbNM0kuET1r,compilation,1995,40,https://i.scdn.co/image/ab67616d0000b2730d0eed536fac59181fe4796e,0.595,0.333,2,-9.985,1,0.054,0.738,0.0,0.21,0.533,123.402,audio_features,7IUCPpANzL2yY7ippXe09f,spotify:track:7IUCPpANzL2yY7ippXe09f,https://api.spotify.com/v1/tracks/7IUCPpANzL2yY7ippXe09f,https://api.spotify.com/v1/audio-analysis/7IUCPpANzL2yY7ippXe09f,131427,4
701,50s Party,Shakin' All Over,52,1,False,52y1cRHUkI0kQqIXCg6JuZ,Johnny Kidd & The Pirates,36,british invasion,The Complete Johnny Kidd Vol 1 & 2,34pUE4ZtTaXTdvZ5l39OL1,album,1992,62,https://i.scdn.co/image/ab67616d0000b2736006f72adb5ffe7b4b02dadd,0.766,0.579,9,-9.722,1,0.0385,0.179,1.25e-05,0.264,0.755,125.206,audio_features,6Xv160PuntxAtb67Ed4t4I,spotify:track:6Xv160PuntxAtb67Ed4t4I,https://api.spotify.com/v1/tracks/6Xv160PuntxAtb67Ed4t4I,https://api.spotify.com/v1/audio-analysis/6Xv160PuntxAtb67Ed4t4I,141960,4
702,50s Party,"Baby, You’ve Got What It Takes",52,1,False,32LHRiof0sa4taYew9i3Fa,Dinah Washington,58,jazz blues,The Complete Dinah Washington On Mercury Vol. 6 (1958-1960),19tw1MckQmVNrGJYcCva7f,album,1989,73,https://i.scdn.co/image/ab67616d0000b273c19aeb01497090cf94ad7e12,0.701,0.454,3,-11.871,1,0.0409,0.834,0.000138,0.449,0.819,132.297,audio_features,1kxk1MnNnKBEQZdTrByDic,spotify:track:1kxk1MnNnKBEQZdTrByDic,https://api.spotify.com/v1/tracks/1kxk1MnNnKBEQZdTrByDic,https://api.spotify.com/v1/audio-analysis/1kxk1MnNnKBEQZdTrByDic,168000,4
703,50s Party,Why Do Fools Fall In Love?,51,1,False,40Zt6u0Ig5vXtrq0htgqvt,Frankie Lymon & The Teenagers,40,doo-wop,"Milestones of ""The"" Legends - Boy Groups, Vol. 8",5vHNocVGT5hVdYlAPaXQZd,album,2017,30,https://i.scdn.co/image/ab67616d0000b273872f556e04b4cdd1176d06ac,0.391,0.59,1,-6.705,1,0.0902,0.061,0.0443,0.296,0.792,173.781,audio_features,1Lw3f4kieVLzwPPItlO4bS,spotify:track:1Lw3f4kieVLzwPPItlO4bS,https://api.spotify.com/v1/tracks/1Lw3f4kieVLzwPPItlO4bS,https://api.spotify.com/v1/audio-analysis/1Lw3f4kieVLzwPPItlO4bS,138267,4
704,50s Party,"Hey, Good Lookin'",51,3,False,1FClsNYBUoNFtGgzeG74dW,Hank Williams,57,country,The Complete Hank Williams,3A125M77Q1pkNik2HvB1MN,album,1998,225,https://i.scdn.co/image/ab67616d0000b2738326fd3fdf926786d2b0525f,0.785,0.365,7,-9.963,1,0.0377,0.801,0.0,0.0662,0.913,141.167,audio_features,0F76EzCOmno4KJviO7iGNq,spotify:track:0F76EzCOmno4KJviO7iGNq,https://api.spotify.com/v1/tracks/0F76EzCOmno4KJviO7iGNq,https://api.spotify.com/v1/audio-analysis/0F76EzCOmno4KJviO7iGNq,174293,4
705,50s Party,Diana,50,1,False,7ceUfdWq2t5nbatS6ollHh,Paul Anka,60,adult standards,Put Your Head On My Shoulder: The Very Best Of Paul Anka,75zBkbUSaFzpyPa1mBDjON,compilation,2000,22,https://i.scdn.co/image/ab67616d0000b273686c29818cd37e585c48e7ef,0.57,0.408,7,-9.932,1,0.0295,0.341,0.0,0.549,0.96,143.249,audio_features,4chlGZQX5uPYpRLp3NezmX,spotify:track:4chlGZQX5uPYpRLp3NezmX,https://api.spotify.com/v1/tracks/4chlGZQX5uPYpRLp3NezmX,https://api.spotify.com/v1/audio-analysis/4chlGZQX5uPYpRLp3NezmX,138360,4
706,50s Party,Charlie Brown - 2007 Remaster Stereo Single Version; Remastered,50,2,False,3QZKZBEmr54lAVI5XvmjnM,The Coasters,50,doo-wop,There's A Riot Goin' On: The Coasters On Atco,1oi6aLPgSAwv3352Jtmjku,compilation,2007,113,https://i.scdn.co/image/ab67616d0000b273ccdfe154fe251276f5ed16d7,0.485,0.751,10,-6.299,1,0.15,0.604,1.07e-06,0.0124,0.814,125.935,audio_features,6t83zAQg9Efca1u1DPL930,spotify:track:6t83zAQg9Efca1u1DPL930,https://api.spotify.com/v1/tracks/6t83zAQg9Efca1u1DPL930,https://api.spotify.com/v1/audio-analysis/6t83zAQg9Efca1u1DPL930,141307,4
707,50s Party,Rebel Rouser,50,1,False,1I5Cu7bqjkRg85idwYsD91,Duane Eddy,44,rock-and-roll,The Best Of Duane Eddy,1w35F1OItVmT916ZlJLTWf,compilation,1965,12,https://i.scdn.co/image/ab67616d0000b273d456998144adaaf66673153b,0.388,0.434,7,-11.997,1,0.0354,0.789,0.954,0.728,0.873,206.313,audio_features,4nAJtcmiyoL0ARY5WZY9IN,spotify:track:4nAJtcmiyoL0ARY5WZY9IN,https://api.spotify.com/v1/tracks/4nAJtcmiyoL0ARY5WZY9IN,https://api.spotify.com/v1/audio-analysis/4nAJtcmiyoL0ARY5WZY9IN,153533,4
708,50s Party,Mr. Sandman,49,1,False,62GnBjssWSXBlKvQohT2Bk,The Chordettes,52,classic girl group,Wonderful One,5KvbVd1P8Y8bfu2KyZr6SJ,album,2021,22,https://i.scdn.co/image/ab67616d0000b27361ebbe41a5f1a4074e94ead2,0.617,0.285,9,-13.657,1,0.053,0.812,0.0,0.069,0.626,108.512,audio_features,1jFMxPxfENtR7b4EV8A2vm,spotify:track:1jFMxPxfENtR7b4EV8A2vm,https://api.spotify.com/v1/tracks/1jFMxPxfENtR7b4EV8A2vm,https://api.spotify.com/v1/audio-analysis/1jFMxPxfENtR7b4EV8A2vm,147828,4
709,50s Party,Not Fade Away,49,1,False,15jBNfRUPUgdZOTSaNoF5l,Buddy Holly & The Crickets,40,rock-and-roll,"The ""Chirping"" Crickets",1KfXNUbZrdwHMtkAGNBLBq,album,1957,12,https://i.scdn.co/image/ab67616d0000b273c6c513f39a29c6958f83f8aa,0.799,0.475,9,-13.142,1,0.0413,0.835,0.0,0.275,0.92,95.966,audio_features,6sBPjgvLZzHHrpxbBDjmdE,spotify:track:6sBPjgvLZzHHrpxbBDjmdE,https://api.spotify.com/v1/tracks/6sBPjgvLZzHHrpxbBDjmdE,https://api.spotify.com/v1/audio-analysis/6sBPjgvLZzHHrpxbBDjmdE,142773,4
710,50s Party,Lotta Lovin',49,1,False,5VAHm7V5mnsxvQrWw3KHmx,Gene Vincent,41,rock-and-roll,Capitol Collectors Series,72cDPStUoZJZxUbQ67cgO6,compilation,1990,21,https://i.scdn.co/image/ab67616d0000b273451c69a37bd491baf0b923d6,0.565,0.495,7,-14.611,1,0.0506,0.766,0.000111,0.287,0.952,168.21,audio_features,0ijKW319aVwVVDmFGU4rGC,spotify:track:0ijKW319aVwVVDmFGU4rGC,https://api.spotify.com/v1/tracks/0ijKW319aVwVVDmFGU4rGC,https://api.spotify.com/v1/audio-analysis/0ijKW319aVwVVDmFGU4rGC,131973,4
711,50s Party,Be-Bop-A-Lula,48,1,False,7lKaTIgVek1R2lqpCulQmq,Gene Vincent & His Blue Caps,38,rock-and-roll,Dance To The Bop,3oavZnlCWGZJyXj8fuLVlR,album,2004,30,https://i.scdn.co/image/ab67616d0000b27300609985cc3195342e224d69,0.593,0.537,9,-10.906,1,0.0444,0.414,0.0,0.147,0.843,126.071,audio_features,0HUp7ipIDJvITTqizN6cxJ,spotify:track:0HUp7ipIDJvITTqizN6cxJ,https://api.spotify.com/v1/tracks/0HUp7ipIDJvITTqizN6cxJ,https://api.spotify.com/v1/audio-analysis/0HUp7ipIDJvITTqizN6cxJ,156307,4
712,50s Party,Ooby Dooby,48,1,False,0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,66,adult standards,At the Rock House,6QYaVdJsm6MNqKO9tEBUMm,album,1958,12,https://i.scdn.co/image/ab67616d0000b27389f4cc945053f59bd1a57416,0.514,0.796,1,-8.226,1,0.0691,0.577,0.025,0.056,0.941,181.282,audio_features,7Bt1RAu4FSYL3WltEmLmb5,spotify:track:7Bt1RAu4FSYL3WltEmLmb5,https://api.spotify.com/v1/tracks/7Bt1RAu4FSYL3WltEmLmb5,https://api.spotify.com/v1/audio-analysis/7Bt1RAu4FSYL3WltEmLmb5,130500,4
713,50s Party,Get a Job,48,1,False,5LmehwqsJa7a4Ya5SaqXpx,The Silhouettes,31,doo-wop,Get a Job,28pRA1gcndMkuHd0LI9EN9,album,1996,13,https://i.scdn.co/image/ab67616d0000b273c33352fe2d207234da2110d3,0.625,0.425,7,-9.962,1,0.0359,0.652,0.000525,0.124,0.829,80.024,audio_features,21NhrNOfIoakyWISXUMkFN,spotify:track:21NhrNOfIoakyWISXUMkFN,https://api.spotify.com/v1/tracks/21NhrNOfIoakyWISXUMkFN,https://api.spotify.com/v1/audio-analysis/21NhrNOfIoakyWISXUMkFN,169707,4
714,50s Party,Party Doll,48,1,False,0b5Tz3szM4KK8esFKV2Zsb,Buddy Knox,33,doo-wop,Buddy Knox,3ouDZeOVznhaMMOvZcukTc,album,2005,11,https://i.scdn.co/image/ab67616d0000b27356c06dbd4e921cd5ce8e1018,0.664,0.731,11,-7.84,0,0.0779,0.718,5.95e-06,0.216,0.661,90.054,audio_features,3SNEFR9U8CCEUN3iZfkVgW,spotify:track:3SNEFR9U8CCEUN3iZfkVgW,https://api.spotify.com/v1/tracks/3SNEFR9U8CCEUN3iZfkVgW,https://api.spotify.com/v1/audio-analysis/3SNEFR9U8CCEUN3iZfkVgW,135173,4
